input_text,target_text
"translate question to dbpedia path: Which terrotory of Tonkin campaign also the death bed of Thophane Vnard ? | Entities possibly involved: dbr:Théophane_Vénard, dbr:Tonkin_Campaign",dbr:Théophane_Vénard >> dbo:deathPlace >> [ANS] [SEP] dbr:Tonkin_Campaign >> dbo:territory >> [ANS]
translate question to dbpedia path: Where does the Giannis Alafouzos originate? | Entities possibly involved: dbr:Giannis_Alafouzos,dbr:Giannis_Alafouzos >> dbo:stateOfOrigin >> [ANS]
"translate question to dbpedia path: What is the death place of the Elbieta Czartoryska which is also place of birth of the Charles Journet | Entities possibly involved: dbr:Charles_Journet, dbr:Elżbieta_Czartoryska_(1905–1989)",dbr:Charles_Journet >> dbo:birthPlace >> [ANS] [SEP] dbr:Elżbieta_Czartoryska_(1905–1989) >> dbp:deathPlace >> [ANS]
translate question to dbpedia path: What mammals fall into the biological family Canidae? | Entities possibly involved: dbr:Canidae,[ANS] >> dbo:family >> dbr:Canidae [SEP] [ANS] >> rdf:type >> dbo:Mammal
translate question to dbpedia path: what region is governed by Mario Olivero? | Entities possibly involved: dbr:Mario_Oliverio,[ANS] >> dbp:leader >> dbr:Mario_Oliverio
"translate question to dbpedia path: Whihc party of the Mizoram Legislative Assembly is the government type of kumta ? | Entities possibly involved: dbr:Kumta, dbr:Mizoram_Legislative_Assembly",dbr:Kumta >> dbo:governmentType >> [ANS] [SEP] dbr:Mizoram_Legislative_Assembly >> dbp:party >> [ANS]
translate question to dbpedia path: What sports can be played in institutions in Bataan? | Entities possibly involved: dbr:Bataan,[VAR1] >> dbo:sport >> [ANS] [SEP] [VAR1] >> dbp:province >> dbr:Bataan
translate question to dbpedia path: What is the total number of regions served by the companies which also serves Australia? | Entities possibly involved: dbr:Australia,COUNT >> [VAR1] >> dbo:regionServed >> [ANS] [SEP] [VAR1] >> dbo:regionServed >> dbr:Australia
"translate question to dbpedia path: What tv series can be said to be related to the sarah jane adventure and dr who confidential? | Entities possibly involved: dbr:The_Sarah_Jane_Adventures, dbr:Doctor_Who_Confidential",[ANS] >> dbo:related >> dbr:Doctor_Who_Confidential [SEP] [ANS] >> dbo:related >> dbr:The_Sarah_Jane_Adventures
"translate question to dbpedia path: Which route junction of the Rhode Island Route 15 is the place of birth of the Michael Poulin? | Entities possibly involved: dbr:Michael_Poulin, dbr:Rhode_Island_Route_15",dbr:Michael_Poulin >> dbp:placeOfBirth >> [ANS] [SEP] dbr:Rhode_Island_Route_15 >> dbo:routeJunction >> [ANS]
translate question to dbpedia path: What is the birth city of the Salford City F.C players ? | Entities possibly involved: dbr:Salford_City_F.C.,[VAR1] >> dbo:birthPlace >> [ANS] [SEP] [VAR1] >> dbo:team >> dbr:Salford_City_F.C. [SEP] [VAR1] >> rdf:type >> dbo:SoccerPlayer
"translate question to dbpedia path: What is the birthplace of Liudmila Privivkova and Qadir Huseynov ? | Entities possibly involved: dbr:Liudmila_Privivkova, dbr:Qadir_Huseynov",dbr:Liudmila_Privivkova >> dbo:birthPlace >> [ANS] [SEP] dbr:Qadir_Huseynov >> dbo:birthPlace >> [ANS]
translate question to dbpedia path: Who are the maintainers of the bridges which cross the pandaruan river? | Entities possibly involved: dbr:Pandaruan_River,[VAR1] >> dbo:crosses >> dbr:Pandaruan_River [SEP] [VAR1] >> dbo:maintainedBy >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:Bridge
"translate question to dbpedia path: Who has official residences at Colts Neck Township and Beverly Hills? | Entities possibly involved: dbr:Beverly_Hills,_California, dbr:Colts_Neck_Township,_New_Jersey","[ANS] >> dbo:residence >> dbr:Beverly_Hills,_California [SEP] [ANS] >> dbo:residence >> dbr:Colts_Neck_Township,_New_Jersey"
translate question to dbpedia path: List the area of radio stations whose sister station is WBCQ-FM? | Entities possibly involved: dbr:WBCQ-FM,[VAR1] >> dbp:area >> [ANS] [SEP] dbr:WBCQ-FM >> dbp:sisterStations >> [VAR1]
translate question to dbpedia path: Which school did Robbie Diack attend? | Entities possibly involved: dbr:Robbie_Diack,dbr:Robbie_Diack >> dbp:school >> [ANS]
"translate question to dbpedia path: List the alma mater of the congressmen who attended Nashville, Tennessee ? | Entities possibly involved: dbr:Nashville,_Tennessee","[VAR1] >> dbo:almaMater >> [ANS] [SEP] [VAR1] >> dbp:almaMater >> dbr:Nashville,_Tennessee [SEP] [VAR1] >> rdf:type >> dbo:Congressman"
translate question to dbpedia path: What is the broadcast area of CFRX ? | Entities possibly involved: dbr:CFRX,dbr:CFRX >> dbo:broadcastArea >> [ANS]
translate question to dbpedia path: Who developed games based on the Cars series? | Entities possibly involved: dbr:Cars_(film),[VAR1] >> dbo:developer >> [ANS] [SEP] [VAR1] >> dbp:series >> dbr:Cars_(film) [SEP] [VAR1] >> rdf:type >> dbo:VideoGame
translate question to dbpedia path: What are the american football players whose former team's coach is Jason Maas? | Entities possibly involved: dbr:Jason_Maas,[ANS] >> dbo:formerTeam >> [VAR1] [SEP] [ANS] >> rdf:type >> dbo:AmericanFootballPlayer [SEP] [VAR1] >> dbp:coach >> dbr:Jason_Maas
"translate question to dbpedia path: Which hub of Cascade Airways is also the resting place of Brandon Lee ? | Entities possibly involved: dbr:Cascade_Airways, dbr:Brandon_Lee",dbr:Brandon_Lee >> dbo:restingPlace >> [ANS] [SEP] dbr:Cascade_Airways >> dbp:hubs >> [ANS]
translate question to dbpedia path: How many companies have manufactured the rockets launched from the Cape Canaveral Air Force Station? | Entities possibly involved: dbr:Cape_Canaveral_Air_Force_Station,COUNT >> [VAR1] >> dbo:launchSite >> dbr:Cape_Canaveral_Air_Force_Station [SEP] [VAR1] >> dbo:manufacturer >> [ANS]
"translate question to dbpedia path: What is the sea connected to Kaliningrad and Gdask? | Entities possibly involved: dbr:Kaliningrad, dbr:Gdańsk",[ANS] >> dbp:cities >> dbr:Gdańsk [SEP] [ANS] >> dbp:cities >> dbr:Kaliningrad [SEP] [ANS] >> rdf:type >> dbo:Sea
translate question to dbpedia path: Name the agency of Election Commission of Thailand ? | Entities possibly involved: dbr:Election_Commission_of_Thailand,dbr:Election_Commission_of_Thailand >> dbp:agencyName >> [ANS]
translate question to dbpedia path: In which country did the planes designed by Ursula Hanle originate? | Entities possibly involved: dbr:Ursula_Hänle,[VAR1] >> dbp:designer >> dbr:Ursula_Hänle [SEP] [VAR1] >> dbp:nationalOrigin >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:Aircraft
translate question to dbpedia path: what are some units udner the US department of navy? | Entities possibly involved: dbr:United_States_Department_of_the_Navy,[ANS] >> dbo:commandStructure >> dbr:United_States_Department_of_the_Navy
"translate question to dbpedia path: Which destination of the Novair International Airways is also the  predecessor of the Chevrolet Caprice? | Entities possibly involved: dbr:Novair_International_Airways, dbr:Chevrolet_Caprice",dbr:Chevrolet_Caprice >> dbo:predecessor >> [ANS] [SEP] dbr:Novair_International_Airways >> dbo:destination >> [ANS]
translate question to dbpedia path: What did other artists associated with the Shirelles make? | Entities possibly involved: dbr:The_Shirelles,[VAR1] >> dbo:associatedBand >> dbr:The_Shirelles [SEP] [VAR1] >> dbo:occupation >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:Artist
translate question to dbpedia path: Which sitcoms are made by a company headquartered in NYC? | Entities possibly involved: dbr:New_York_City,[ANS] >> dbo:company >> [VAR1] [SEP] [ANS] >> rdf:type >> dbo:TelevisionShow [SEP] [VAR1] >> dbo:headquarter >> dbr:New_York_City
translate question to dbpedia path: Name the city of Duwamish River ? | Entities possibly involved: dbr:Duwamish_River,dbr:Duwamish_River >> dbo:city >> [ANS]
translate question to dbpedia path: List the children of the parent of Marvin Bush. | Entities possibly involved: dbr:Marvin_Bush,[VAR1] >> dbp:children >> [ANS] [SEP] dbr:Marvin_Bush >> dbo:parent >> [VAR1]
translate question to dbpedia path: List the awards received of the person whose child is Daine Disney Miller? | Entities possibly involved: dbr:Diane_Disney_Miller,[VAR1] >> dbo:award >> [ANS] [SEP] [VAR1] >> dbp:children >> dbr:Diane_Disney_Miller [SEP] [VAR1] >> rdf:type >> dbo:Person
"translate question to dbpedia path: In which country is the Baku puppet Theater located which is also the birth palce of Anar Salmanov ? | Entities possibly involved: dbr:Anar_Salmanov, dbr:Baku_Puppet_Theatre",dbr:Anar_Salmanov >> dbp:placeOfBirth >> [ANS] [SEP] dbr:Baku_Puppet_Theatre >> dbo:locationCountry >> [ANS]
translate question to dbpedia path: List down all the cast members of Tony n' Tina's Wedding ? | Entities possibly involved: dbr:Tony_n'_Tina's_Wedding,dbr:Tony_n'_Tina's_Wedding >> dbp:starring >> [ANS]
translate question to dbpedia path: What is the airline company has its headquarters in Dublin Airport? | Entities possibly involved: dbr:Dublin_Airport,[ANS] >> dbp:headquarters >> dbr:Dublin_Airport
translate question to dbpedia path: What was the result of Operation Autumn Clouds ? | Entities possibly involved: dbr:Operation_Autumn_Clouds,dbr:Operation_Autumn_Clouds >> dbp:result >> [ANS]
translate question to dbpedia path: Where was the Temptation Waits recorded? | Entities possibly involved: dbr:Temptation_Waits,dbr:Temptation_Waits >> dbo:recordedIn >> [ANS]
translate question to dbpedia path: Some movies whose screenplay is done by american born people? | Entities possibly involved: dbr:United_States,[ANS] >> dbp:screenplay >> [VAR1] [SEP] [VAR1] >> dbo:birthPlace >> dbr:United_States
translate question to dbpedia path: List the relatives of clay Aiken ? | Entities possibly involved: dbr:Clay_Aiken,[ANS] >> dbp:relatives >> dbr:Clay_Aiken
translate question to dbpedia path: List the relatives of the children of Jon Voight ? | Entities possibly involved: dbr:Jon_Voight,[VAR1] >> dbo:relative >> [ANS] [SEP] dbr:Jon_Voight >> dbp:children >> [VAR1]
translate question to dbpedia path: What is the resting place of the children of Bruce Lee ? | Entities possibly involved: dbr:Bruce_Lee,[VAR1] >> dbo:restingPlace >> [ANS] [SEP] dbr:Bruce_Lee >> dbp:children >> [VAR1]
"translate question to dbpedia path: List the colonel with branch as Militia ? | Entities possibly involved: dbr:Militia, dbr:Colonel_(United_States)",[ANS] >> dbp:branch >> dbr:Militia [SEP] [ANS] >> dbp:rank >> dbr:Colonel_(United_States)
translate question to dbpedia path: List all areas served by the radio station serving South carolina ? | Entities possibly involved: dbr:South_Carolina,[VAR1] >> dbp:area >> [ANS] [SEP] [VAR1] >> dbp:area >> dbr:South_Carolina [SEP] [VAR1] >> rdf:type >> dbo:RadioStation
translate question to dbpedia path: Which TV show's theme was composed by a band in which Todd Huth used to perform? | Entities possibly involved: dbr:Todd_Huth,[ANS] >> dbp:themeMusicComposer >> [VAR1] [SEP] [ANS] >> rdf:type >> dbo:TelevisionShow [SEP] [VAR1] >> dbo:formerBandMember >> dbr:Todd_Huth
"translate question to dbpedia path: Which work is both Neil Cross and Lars Pearson both known for ? | Entities possibly involved: dbr:Lars_Pearson, dbr:Neil_Cross",dbr:Lars_Pearson >> dbo:notableWork >> [ANS] [SEP] dbr:Neil_Cross >> dbo:notableWork >> [ANS]
translate question to dbpedia path: What is the state of origin of Abbas Jafri ? | Entities possibly involved: dbr:Abbas_Jafri,dbr:Abbas_Jafri >> dbo:stateOfOrigin >> [ANS]
translate question to dbpedia path: which award has been won by Claudia Moro? | Entities possibly involved: dbr:Claudia_Moro,dbr:Claudia_Moro >> dbp:title >> [ANS]
translate question to dbpedia path: What religion did the spouse of Richie Aprile follow? | Entities possibly involved: dbr:Richie_Aprile,[VAR1] >> dbo:religion >> [ANS] [SEP] dbr:Richie_Aprile >> dbp:spouse >> [VAR1]
translate question to dbpedia path: Which river has its roots in Baikal Mountains? | Entities possibly involved: dbr:Baikal_Mountains,[ANS] >> dbo:sourceMountain >> dbr:Baikal_Mountains
translate question to dbpedia path: What is the country whose leader was once Valentina Matviyenko? | Entities possibly involved: dbr:Valentina_Matviyenko,[ANS] >> dbo:leader >> dbr:Valentina_Matviyenko
"translate question to dbpedia path: Is Ingo Steuer the formercoach of Stanislav Morozov? | Entities possibly involved: dbr:Stanislav_Morozov, dbr:Ingo_Steuer",ASK >> dbr:Stanislav_Morozov >> dbp:formercoach >> dbr:Ingo_Steuer
translate question to dbpedia path: Whose units are responsible for close air support? | Entities possibly involved: dbr:Close_air_support,[ANS] >> dbo:militaryUnit >> [VAR1] [SEP] [VAR1] >> dbp:role >> dbr:Close_air_support
translate question to dbpedia path: Which university has chancellor as Nicholas S. Zeppos? | Entities possibly involved: dbr:Nicholas_S._Zeppos,[ANS] >> dbp:chancellor >> dbr:Nicholas_S._Zeppos [SEP] [ANS] >> rdf:type >> dbo:University
"translate question to dbpedia path: Is Liang Chow the headcoach of Shawn Johnson? | Entities possibly involved: dbr:Shawn_Johnson, dbr:Liang_Chow",ASK >> dbr:Shawn_Johnson >> dbp:headcoach >> dbr:Liang_Chow
translate question to dbpedia path: Name the key people of the non-profit organisations whose one of the key person is Lesley-Anne knight ? | Entities possibly involved: dbr:Lesley-Anne_Knight,[VAR1] >> dbp:keyPeople >> [ANS] [SEP] [VAR1] >> dbp:keyPeople >> dbr:Lesley-Anne_Knight
translate question to dbpedia path: What is the address of Federal Reserve Bank Building? | Entities possibly involved: dbr:Federal_Reserve_Bank_Building_(Seattle),dbr:Federal_Reserve_Bank_Building_(Seattle) >> dbp:address >> [ANS]
translate question to dbpedia path: What are the kind of games one can play on windows? | Entities possibly involved: dbr:Microsoft_Windows,[VAR1] >> dbo:computingPlatform >> dbr:Microsoft_Windows [SEP] [VAR1] >> dbo:genre >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:VideoGame
translate question to dbpedia path: What is the location country of the bank whose successor is Mauritius Bank ? | Entities possibly involved: dbr:Mauritius_Bank,[VAR1] >> dbo:successor >> dbr:Mauritius_Bank [SEP] [VAR1] >> dbp:locationCountry >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:Bank
translate question to dbpedia path: Which artists have co-starred with Kris Kristofferson? | Entities possibly involved: dbr:Kris_Kristofferson,[ANS] >> dbp:associatedActs >> dbr:Kris_Kristofferson [SEP] [ANS] >> rdf:type >> dbo:Artist
"translate question to dbpedia path: List the software using C++ as programming language and licence is Software as a service? | Entities possibly involved: dbr:Software_as_a_service, dbr:C++",[ANS] >> dbo:license >> dbr:Software_as_a_service [SEP] [ANS] >> dbp:programmingLanguage >> dbr:C++ [SEP] [ANS] >> rdf:type >> dbo:Software
translate question to dbpedia path: Which are the major hubs of airline which operates the Menora Tunnel? | Entities possibly involved: dbr:Menora_Tunnel,[VAR1] >> dbp:hubs >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:Airline [SEP] dbr:Menora_Tunnel >> dbp:operator >> [VAR1]
"translate question to dbpedia path: List the countries through which European rout E39 and E8 passes ? | Entities possibly involved: dbr:European_route_E39, dbr:European_route_E8",dbr:European_route_E39 >> dbo:county >> [ANS] [SEP] dbr:European_route_E8 >> dbo:county >> [ANS]
translate question to dbpedia path: Who are the writer of the singles whose music genre is Rhythm and blues ? | Entities possibly involved: dbr:Rhythm_and_blues,[VAR1] >> dbo:genre >> dbr:Rhythm_and_blues [SEP] [VAR1] >> dbo:writer >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:Single
translate question to dbpedia path: Which country does the current team of Darren McNamara belong to? | Entities possibly involved: dbr:Darren_McNamara,[VAR1] >> dbo:locationCountry >> [ANS] [SEP] dbr:Darren_McNamara >> dbp:currentTeam >> [VAR1]
"translate question to dbpedia path: Name the mountain which belongs to Sierra Nevada range and is located in Inyo National Forest? | Entities possibly involved: dbr:Inyo_National_Forest, dbr:Sierra_Nevada_(U.S.)",[ANS] >> dbo:locatedInArea >> dbr:Inyo_National_Forest [SEP] [ANS] >> dbo:mountainRange >> dbr:Sierra_Nevada_(U.S.) [SEP] [ANS] >> rdf:type >> dbo:Mountain
translate question to dbpedia path: What are the awards won by the film editor of The Search? | Entities possibly involved: dbr:The_Search_(2014_film),[VAR1] >> dbp:awards >> [ANS] [SEP] dbr:The_Search_(2014_film) >> dbo:editing >> [VAR1]
"translate question to dbpedia path: Which serving railway line of the Rostov-Glavny is also the  place of birth of  Nina Vislova? | Entities possibly involved: dbr:Rostov-Glavny, dbr:Nina_Vislova",dbr:Nina_Vislova >> dbp:placeOfBirth >> [ANS] [SEP] dbr:Rostov-Glavny >> dbo:servingRailwayLine >> [ANS]
"translate question to dbpedia path: Who coached the Marquette golden eagles men team in 09 to 10 and then again in 13 to 14 ? | Entities possibly involved: dbr:2009–10_Marquette_Golden_Eagles_men's_basketball_team, dbr:2013–14_Marquette_Golden_Eagles_men's_basketball_team",dbr:2009–10_Marquette_Golden_Eagles_men's_basketball_team >> dbo:coach >> [ANS] [SEP] dbr:2013–14_Marquette_Golden_Eagles_men's_basketball_team >> dbo:coach >> [ANS]
translate question to dbpedia path: Give me some series related to the one which had Yasmin Paige in them. | Entities possibly involved: dbr:Yasmin_Paige,[ANS] >> dbo:related >> [VAR1] [SEP] [ANS] >> rdf:type >> dbo:TelevisionShow [SEP] [VAR1] >> dbp:starring >> dbr:Yasmin_Paige
"translate question to dbpedia path: Is James Wong Howe the cinematographer of Behave Yourself? | Entities possibly involved: dbr:Behave_Yourself!, dbr:James_Wong_Howe",ASK >> dbr:Behave_Yourself! >> dbp:cinematography >> dbr:James_Wong_Howe
"translate question to dbpedia path: Does Heydar mean the same as a lion? | Entities possibly involved: dbr:Lion, dbr:Heydar",ASK >> dbr:Heydar >> dbp:meaning >> dbr:Lion
"translate question to dbpedia path: Which associate musical artist of Carolyn Dennis is also the composer of Motorpsycho Nitemare ? | Entities possibly involved: dbr:Motorpsycho_Nitemare, dbr:Carolyn_Dennis",dbr:Carolyn_Dennis >> dbo:associatedMusicalArtist >> [ANS] [SEP] dbr:Motorpsycho_Nitemare >> dbp:composer >> [ANS]
"translate question to dbpedia path: Count the number of shows whose creators are Jerry Seinfeld and Larry David? | Entities possibly involved: dbr:Larry_David, dbr:Jerry_Seinfeld",COUNT >> [ANS] >> dbo:creator >> dbr:Jerry_Seinfeld [SEP] [ANS] >> dbo:creator >> dbr:Larry_David
"translate question to dbpedia path: What is the state of the settlement, which is the sub assembly of Mohamedia, Tunisia ? | Entities possibly involved: dbr:Mohamedia,_Tunisia","[VAR1] >> dbo:country >> [ANS] [SEP] dbr:Mohamedia,_Tunisia >> dbo:isPartOf >> [VAR1]"
translate question to dbpedia path: Name the rivers in the hudson highlands state parts? | Entities possibly involved: dbr:Hudson_Highlands_State_Park,dbr:Hudson_Highlands_State_Park >> dbp:river >> [ANS]
translate question to dbpedia path: How many TV shows have executive producer as Steven Moffat ? | Entities possibly involved: dbr:Steven_Moffat,COUNT >> [ANS] >> dbo:executiveProducer >> dbr:Steven_Moffat [SEP] [ANS] >> rdf:type >> dbo:TelevisionShow
"translate question to dbpedia path: Which office holder's military unit is USS Kittiwake  and constituency is Castro District, San Francisco ? | Entities possibly involved: dbr:USS_Kittiwake_(ASR-13), dbr:Castro_District,_San_Francisco","[ANS] >> dbo:militaryUnit >> dbr:USS_Kittiwake_(ASR-13) [SEP] [ANS] >> dbp:constituency >> dbr:Castro_District,_San_Francisco [SEP] [ANS] >> rdf:type >> dbo:OfficeHolder"
"translate question to dbpedia path: Which writer of the Snaman is also the writer of Neverwher ? | Entities possibly involved: dbr:Neverwhere_(radio_play), dbr:The_Sandman_(Vertigo)",dbr:Neverwhere_(radio_play) >> dbo:writer >> [ANS] [SEP] dbr:The_Sandman_(Vertigo) >> dbp:writers >> [ANS]
translate question to dbpedia path: How many relatives are there of veterans of operation Barbarossa? | Entities possibly involved: dbr:Operation_Barbarossa,COUNT >> [VAR1] >> dbo:battle >> dbr:Operation_Barbarossa [SEP] [VAR1] >> dbo:relation >> [ANS]
translate question to dbpedia path: Which famous political figures are relatives to George Madison? | Entities possibly involved: dbr:George_Madison,dbr:George_Madison >> dbo:relation >> [ANS]
translate question to dbpedia path: Which organisation has superintendent as Lieutenant general (United States)? | Entities possibly involved: dbr:Lieutenant_general_(United_States),[ANS] >> dbo:superintendent >> dbr:Lieutenant_general_(United_States) [SEP] [ANS] >> rdf:type >> dbo:Organisation
translate question to dbpedia path: Who all have been in bands which have recorded their work in the Electric Lady Studios? | Entities possibly involved: dbr:Electric_Lady_Studios,[ANS] >> dbp:associatedActs >> [VAR1] [SEP] [ANS] >> rdf:type >> dbo:Person [SEP] [VAR1] >> dbo:recordedIn >> dbr:Electric_Lady_Studios
"translate question to dbpedia path: What religion is practiced by Hirunika Premachandra, and many others south asians in Hong Kong? | Entities possibly involved: dbr:Hirunika_Premachandra, dbr:South_Asians_in_Hong_Kong",dbr:Hirunika_Premachandra >> dbp:religion >> [ANS] [SEP] dbr:South_Asians_in_Hong_Kong >> dbo:religion >> [ANS]
"translate question to dbpedia path: Was Kevin Jonas a part of Jonas brothers? | Entities possibly involved: dbr:Jonas_Brothers, dbr:Kevin_Jonas",ASK >> dbr:Jonas_Brothers >> dbo:formerBandMember >> dbr:Kevin_Jonas
translate question to dbpedia path: Who did the associated act which is a Peter Frampton production ? | Entities possibly involved: dbr:Peter_Frampton,[ANS] >> dbp:associatedActs >> [VAR1] [SEP] [VAR1] >> dbp:producer >> dbr:Peter_Frampton
translate question to dbpedia path: List the shows whose company's successor is Amblin Television. | Entities possibly involved: dbr:Amblin_Television,[ANS] >> dbo:company >> [VAR1] [SEP] [ANS] >> rdf:type >> dbo:TelevisionShow [SEP] [VAR1] >> dbo:successor >> dbr:Amblin_Television
translate question to dbpedia path: How many shows are made by the channel whose predecessor was the Comedy Channel? | Entities possibly involved: dbr:The_Comedy_Channel_(United_States),COUNT >> [ANS] >> dbp:network >> [VAR1] [SEP] [ANS] >> rdf:type >> dbo:TelevisionShow [SEP] [VAR1] >> dbo:predecessor >> dbr:The_Comedy_Channel_(United_States)
translate question to dbpedia path: List of people who were the first one to ascend a mountain in the Cathedral range? | Entities possibly involved: dbr:Cathedral_Range,[VAR1] >> dbo:firstAscentPerson >> [ANS] [SEP] [VAR1] >> dbo:mountainRange >> dbr:Cathedral_Range [SEP] [VAR1] >> rdf:type >> dbo:Mountain
translate question to dbpedia path: Give me the mascot of the military unit in which Stewart Bovell served? | Entities possibly involved: dbr:Stewart_Bovell,[VAR1] >> dbp:mascot >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:MilitaryUnit [SEP] dbr:Stewart_Bovell >> dbo:militaryBranch >> [VAR1]
"translate question to dbpedia path: Which company owns GetTV and Hypnotize minds ? | Entities possibly involved: dbr:GetTV, dbr:Hypnotize_Minds",dbr:GetTV >> dbp:parent >> [ANS] [SEP] dbr:Hypnotize_Minds >> dbp:parent >> [ANS]
translate question to dbpedia path: In which wars did commanders born in Indochina fight? | Entities possibly involved: dbr:Indochina,[ANS] >> dbo:commander >> [VAR1] [SEP] [ANS] >> rdf:type >> dbo:MilitaryConflict [SEP] [VAR1] >> dbo:birthPlace >> dbr:Indochina
translate question to dbpedia path: Who has written the mary poppins musical? | Entities possibly involved: dbr:Mary_Poppins_(musical),dbr:Mary_Poppins_(musical) >> dbo:author >> [ANS]
translate question to dbpedia path: Which newspaper is owned by people living in Oslo? | Entities possibly involved: dbr:Oslo,[ANS] >> dbp:owners >> [VAR1] [SEP] [VAR1] >> dbo:location >> dbr:Oslo
translate question to dbpedia path: Who made the engine whose predecessor is the SHO V6? | Entities possibly involved: dbr:Ford_SHO_V6_engine,[VAR1] >> dbo:manufacturer >> [ANS] [SEP] [VAR1] >> dbp:predecessor >> dbr:Ford_SHO_V6_engine [SEP] [VAR1] >> rdf:type >> dbo:Engine
translate question to dbpedia path: For how many different teams have Ontarians been drafted ? | Entities possibly involved: dbr:Ontario,COUNT >> [VAR1] >> dbo:draftTeam >> [ANS] [SEP] [VAR1] >> dbp:placeOfBirth >> dbr:Ontario
translate question to dbpedia path: Name the university of Alexandre Tichonov ? | Entities possibly involved: dbr:Alexandre_Tichonov,dbr:Alexandre_Tichonov >> dbp:university >> [ANS]
translate question to dbpedia path: In which countries can i find broadcasted TV in southeast asia? | Entities possibly involved: dbr:Southeast_Asia,[VAR1] >> dbp:broadcastArea >> dbr:Southeast_Asia [SEP] [VAR1] >> dbp:country >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:TelevisionStation
"translate question to dbpedia path: Over how many cities did the Bellaton MMA, Season 11 take place? | Entities possibly involved: dbr:Bellator_MMA:_Season_Eleven",COUNT >> dbr:Bellator_MMA:_Season_Eleven >> dbp:city >> [ANS]
translate question to dbpedia path: Whose academic advisor works at the St George's Hospital? | Entities possibly involved: dbr:St_George's_Hospital,[ANS] >> dbo:academicAdvisor >> [VAR1] [SEP] [VAR1] >> dbp:workInstitutions >> dbr:St_George's_Hospital
translate question to dbpedia path: Count the number of people who graduated from universities affiliated with the NCAA. | Entities possibly involved: dbr:National_Collegiate_Athletic_Association,COUNT >> [ANS] >> dbp:education >> [VAR1] [SEP] [ANS] >> rdf:type >> dbo:Person [SEP] [VAR1] >> dbo:athletics >> dbr:National_Collegiate_Athletic_Association
"translate question to dbpedia path: Which governor of Charles Willing byrd fought the battle of Siege of Fort Recovery ? | Entities possibly involved: dbr:Charles_Willing_Byrd, dbr:Siege_of_Fort_Recovery",[ANS] >> dbo:battle >> dbr:Siege_of_Fort_Recovery [SEP] [ANS] >> dbp:governor >> dbr:Charles_Willing_Byrd
translate question to dbpedia path: How many characters were made by Paul Dini? | Entities possibly involved: dbr:Paul_Dini,COUNT >> [ANS] >> dbp:creators >> dbr:Paul_Dini
translate question to dbpedia path: What are the name of the casualties affected by shooting rampage of Eric Harris and Dylan Klebold? | Entities possibly involved: dbr:Eric_Harris_and_Dylan_Klebold,[ANS] >> dbo:deathCause >> dbr:Eric_Harris_and_Dylan_Klebold [SEP] [ANS] >> rdf:type >> dbo:Person
"translate question to dbpedia path: How many molluscas are there whose families are Buccinidae and Buccinoidea? | Entities possibly involved: dbr:Buccinoidea, dbr:Buccinidae",COUNT >> [ANS] >> dbo:family >> dbr:Buccinidae [SEP] [ANS] >> dbo:family >> dbr:Buccinoidea
translate question to dbpedia path: List the newspapers which has headquarters in Stockholm? | Entities possibly involved: dbr:Stockholm,[ANS] >> dbp:headquarters >> dbr:Stockholm [SEP] [ANS] >> rdf:type >> dbo:Newspaper
"translate question to dbpedia path: List the relegion of tani University which is also the life stance of udit Raj ? | Entities possibly involved: dbr:Ōtani_University, dbr:Udit_Raj",dbr:Udit_Raj >> dbo:religion >> [ANS] [SEP] dbr:Ōtani_University >> dbp:affiliation >> [ANS]
"translate question to dbpedia path: Was David Gilmour a former member of Pink Floyd? | Entities possibly involved: dbr:David_Gilmour, dbr:Pink_Floyd",ASK >> dbr:Pink_Floyd >> dbo:formerBandMember >> dbr:David_Gilmour
translate question to dbpedia path: what are some players of England national football team? | Entities possibly involved: dbr:England_national_football_team,[ANS] >> dbp:nationalteam >> dbr:England_national_football_team
translate question to dbpedia path: Which genre of books does the writer of The Many Hands write? | Entities possibly involved: dbr:The_Many_Hands,[VAR1] >> dbo:genre >> [ANS] [SEP] dbr:The_Many_Hands >> dbp:author >> [VAR1]
translate question to dbpedia path: Where did Aghasalim Childagh die? | Entities possibly involved: dbr:Aghasalim_Childagh,dbr:Aghasalim_Childagh >> dbp:deathDate >> [ANS]
translate question to dbpedia path: Give me a count of airlines whose hub airport is Los Angeles International Airport? | Entities possibly involved: dbr:Los_Angeles_International_Airport,COUNT >> [ANS] >> dbo:hubAirport >> dbr:Los_Angeles_International_Airport [SEP] [ANS] >> rdf:type >> dbo:Airline
translate question to dbpedia path: Where is the football team located in which Josh Bell did his debut? | Entities possibly involved: dbr:Josh_Bell_(gridiron_football),[VAR1] >> dbo:locationCity >> [ANS] [SEP] dbr:Josh_Bell_(gridiron_football) >> dbo:debutTeam >> [VAR1]
