input_text,target_text
translate question to dbpedia path: Entities possibly involved: dbr:Norfolk_Southern_Railway | Question: How many different organizations own the railway lines which are a part of Norfolk Southern Railway?,COUNT >> [ANS] >> rdf:type >> dbo:Organisation [SEP] [VAR1] >> dbp:owner >> [ANS] [SEP] [VAR1] >> dbp:system >> dbr:Norfolk_Southern_Railway
translate question to dbpedia path: Entities possibly involved: dbr:England | Question: Which shows had their painters born in England?,[ANS] >> dbo:creator >> [VAR1] [SEP] [ANS] >> rdf:type >> dbo:TelevisionShow [SEP] [VAR1] >> dbp:birthPlace >> dbr:England
translate question to dbpedia path: Entities possibly involved: dbr:Ontario | Question: Who are the politicians whose death place is Ontario?,[ANS] >> dbo:deathPlace >> dbr:Ontario [SEP] [ANS] >> rdf:type >> dbo:Politician
translate question to dbpedia path: Entities possibly involved: dbr:Julian_Gingell | Question: How many theme musics have been composed by Julian Gingell?,COUNT >> [ANS] >> dbp:themeMusicComposer >> dbr:Julian_Gingell
translate question to dbpedia path: Entities possibly involved: dbr:Wizard_rock | Question: What is the stylistic origin of Wizard rock ?,dbr:Wizard_rock >> dbo:stylisticOrigin >> [ANS]
translate question to dbpedia path: Entities possibly involved: dbr:Sanskrit | Question: List the fields of the scientists with Sanskrit as one of the interest ?,[VAR1] >> dbp:fields >> [ANS] [SEP] [VAR1] >> dbp:fields >> dbr:Sanskrit [SEP] [VAR1] >> rdf:type >> dbo:Scientist
translate question to dbpedia path: Entities possibly involved: dbr:Luke_Scott_(director) | Question: What are the movies whose director's daughter is Luke Scott?,[ANS] >> dbp:director >> [VAR1] [SEP] [ANS] >> rdf:type >> dbo:Film [SEP] [VAR1] >> dbo:child >> dbr:Luke_Scott_(director)
"translate question to dbpedia path: Entities possibly involved: dbr:Mona_Lisa, dbr:Louvre | Question: Is Mona Lisa in the Louvre museum?",ASK >> dbr:Mona_Lisa >> dbp:museum >> dbr:Louvre
"translate question to dbpedia path: Entities possibly involved: dbr:A_Foreign_Policy_of_Freedom, dbr:John_Trumbull | Question: Was A foreign policy on freedom covered by John Trumbull?",ASK >> dbr:A_Foreign_Policy_of_Freedom >> dbp:coverArtist >> dbr:John_Trumbull
translate question to dbpedia path: Entities possibly involved: dbr:Electronics_manufacturing_services | Question: Give me a count of everything made by the company which offers electronical manufacturing too.,COUNT >> [ANS] >> dbo:manufacturer >> [VAR1] [SEP] [VAR1] >> dbo:service >> dbr:Electronics_manufacturing_services
translate question to dbpedia path: Entities possibly involved: dbr:Hirokazu_Tanaka | Question: How many games have been composed by Hirokazu Tanaka?,COUNT >> [ANS] >> dbp:composer >> dbr:Hirokazu_Tanaka [SEP] [ANS] >> rdf:type >> dbo:VideoGame
translate question to dbpedia path: Entities possibly involved: dbr:Gods_of_Egypt_(film) | Question: What  awards did the cast members of Gods of Egypt win?,[VAR1] >> dbp:awards >> [ANS] [SEP] dbr:Gods_of_Egypt_(film) >> dbo:starring >> [VAR1]
translate question to dbpedia path: Entities possibly involved: dbr:Gustavo_Rojas_Pinilla | Question: Where did the relatives of Gustavo Rojas Pinilla study?,[VAR1] >> dbo:relation >> dbr:Gustavo_Rojas_Pinilla [SEP] [VAR1] >> dbp:almaMater >> [ANS]
translate question to dbpedia path: Entities possibly involved: dbr:United_States | Question: For how many things are americans famous for?,COUNT >> [VAR1] >> dbo:knownFor >> [ANS] [SEP] [VAR1] >> dbp:placeOfBirth >> dbr:United_States
translate question to dbpedia path: Entities possibly involved: dbr:McDonnell_Douglas | Question: Who is the successor of McDonnell Douglas ?,dbr:McDonnell_Douglas >> dbp:successor >> [ANS]
translate question to dbpedia path: Entities possibly involved: dbr:Lucifer's_Hammer | Question: What is the publisher of Lucifer's Hammer ?,dbr:Lucifer's_Hammer >> dbo:publisher >> [ANS]
translate question to dbpedia path: Entities possibly involved: dbr:American_Revolutionary_War | Question: List the origin of the weapons which were used in the American Revolutionary War.,[VAR1] >> dbo:usedInWar >> dbr:American_Revolutionary_War [SEP] [VAR1] >> dbp:origin >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:Weapon
"translate question to dbpedia path: Entities possibly involved: dbr:Purnima_Banerjee, dbr:Rishang_Keishing | Question: Purnima Banerjee and Rishang Keishing are politicians of what party ?",dbr:Purnima_Banerjee >> dbo:party >> [ANS] [SEP] dbr:Rishang_Keishing >> dbp:party >> [ANS]
translate question to dbpedia path: Entities possibly involved: dbr:MapleMusic_Recordings | Question: Which show's theme music composer's label is MapleMusic Recordings?,[ANS] >> dbp:themeMusicComposer >> [VAR1] [SEP] [ANS] >> rdf:type >> dbo:TelevisionShow [SEP] [VAR1] >> dbo:recordLabel >> dbr:MapleMusic_Recordings
"translate question to dbpedia path: Entities possibly involved: dbr:Apollo_11, dbr:Neil_Armstrong | Question: Was Apollo 11 a mission of Niel Armstrong?",ASK >> dbr:Neil_Armstrong >> dbp:mission >> dbr:Apollo_11
translate question to dbpedia path: Entities possibly involved: dbr:Pennsylvania | Question: List the former team of the american football players born in Pennsylvania ?,[VAR1] >> dbo:birthPlace >> dbr:Pennsylvania [SEP] [VAR1] >> dbo:formerTeam >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:AmericanFootballPlayer
"translate question to dbpedia path: Entities possibly involved: dbr:Charat_District, dbr:Districts_of_Peru | Question: Is the charat district a district in peru?",ASK >> dbr:Charat_District >> dbp:settlementType >> dbr:Districts_of_Peru
translate question to dbpedia path: Entities possibly involved: dbr:Plant | Question: How many things belong to a division of plant kingdom?,COUNT >> [ANS] >> dbo:division >> [VAR1] [SEP] [VAR1] >> dbo:kingdom >> dbr:Plant
"translate question to dbpedia path: Entities possibly involved: dbr:Mauritius, dbr:College_Sainte-Marie | Question: Is the College Sainte Marie in Mauritius?",ASK >> dbr:College_Sainte-Marie >> dbp:county >> dbr:Mauritius
translate question to dbpedia path: Entities possibly involved: dbr:Antonio_Giannini | Question: Where was Antonio Giannini born?,dbr:Antonio_Giannini >> dbo:birthPlace >> [ANS]
"translate question to dbpedia path: Entities possibly involved: dbr:Boston, dbr:Massachusetts | Question: Give me all tv shows which are based in boston and massachusetts?",[ANS] >> dbo:location >> dbr:Boston [SEP] [ANS] >> dbo:location >> dbr:Massachusetts [SEP] [ANS] >> rdf:type >> dbo:TelevisionShow
"translate question to dbpedia path: Entities possibly involved: dbr:CN_Atlètic-Barceloneta, dbr:Barcelona | Question: CN Atletic-Barceloneta has a stadium in Barcelona?",ASK >> dbr:CN_Atlètic-Barceloneta >> dbo:stadium >> dbr:Barcelona
translate question to dbpedia path: Entities possibly involved: dbr:Fantasy | Question: What are some non fiction subjects dealt with in fantasy novels?,[VAR1] >> dbo:literaryGenre >> dbr:Fantasy [SEP] [VAR1] >> dbo:nonFictionSubject >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:Book
"translate question to dbpedia path: Entities possibly involved: dbr:Chicago, dbr:Frank_R._Lillie_House | Question: Is the Frank R Lillie House has the Chicago architecture?",ASK >> dbr:Frank_R._Lillie_House >> dbo:architecturalStyle >> dbr:Chicago
translate question to dbpedia path: Entities possibly involved: dbr:Roman_Abramovich | Question: Name everyone working for a company owned by Roman Abramovich.,[ANS] >> dbo:occupation >> [VAR1] [SEP] [VAR1] >> dbo:owningCompany >> dbr:Roman_Abramovich
translate question to dbpedia path: Entities possibly involved: dbr:Toronto | Question: In how many different places can I find companies which were founded in toronto?,COUNT >> [ANS] >> rdf:type >> dbo:Place [SEP] [VAR1] >> dbo:foundationPlace >> dbr:Toronto [SEP] [VAR1] >> dbp:locations >> [ANS]
translate question to dbpedia path: Entities possibly involved: dbr:California | Question: List the people who were the first one to climb a mountain in California?,[VAR1] >> dbo:firstAscentPerson >> [ANS] [SEP] [VAR1] >> dbo:locatedInArea >> dbr:California [SEP] [VAR1] >> rdf:type >> dbo:Mountain
translate question to dbpedia path: Entities possibly involved: dbr:Jazz_fusion | Question: Give a list of all the labels that have jazz fusion artists signed up with them?,[VAR1] >> dbo:genre >> dbr:Jazz_fusion [SEP] [VAR1] >> dbo:recordLabel >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:MusicalArtist
"translate question to dbpedia path: Entities possibly involved: dbr:Hubert_Wiggs, dbr:Alvin_Bell | Question: Which college has been attended  by both Mr. Hubert Wiggs and Mr. Alvin Bell?",dbr:Alvin_Bell >> dbo:college >> [ANS] [SEP] dbr:Hubert_Wiggs >> dbo:college >> [ANS]
translate question to dbpedia path: Entities possibly involved: dbr:Blytheville_High_School | Question: What is the mascot of Blytheville High School ?,dbr:Blytheville_High_School >> dbp:mascot >> [ANS]
translate question to dbpedia path: Entities possibly involved: dbr:The_Bahamas | Question: What are some islands in the bahamas?,[ANS] >> dbp:archipelago >> dbr:The_Bahamas [SEP] [ANS] >> rdf:type >> dbo:Island
translate question to dbpedia path: Entities possibly involved: dbr:J._Bennett_Johnston | Question: In which state does the ambassador who is in related with J Bennett Johnston live?,[VAR1] >> dbp:state >> [ANS] [SEP] dbr:J._Bennett_Johnston >> dbo:relation >> [VAR1]
"translate question to dbpedia path: Entities possibly involved: dbr:Homestead_Grays | Question: Where were the sportsmen born, who started their careers with Homestead Grays?",[VAR1] >> dbp:birthDate >> [ANS] [SEP] [VAR1] >> dbp:debutteam >> dbr:Homestead_Grays [SEP] [VAR1] >> rdf:type >> dbo:Athlete
translate question to dbpedia path: Entities possibly involved: dbr:The_Simpsons_Ride | Question: Who are the cast members of The Simpsons Ride?,dbr:The_Simpsons_Ride >> dbp:starring >> [ANS]
"translate question to dbpedia path: Entities possibly involved: dbr:XNU, dbr:IPhone_OS_1 | Question: Name the organization which developed iPhone OS and the XNU?",dbr:IPhone_OS_1 >> dbp:developer >> [ANS] [SEP] dbr:XNU >> dbo:developer >> [ANS]
translate question to dbpedia path: Entities possibly involved: dbr:French_people | Question: How many awards have the french people received?,COUNT >> [VAR1] >> dbo:stateOfOrigin >> dbr:French_people [SEP] [VAR1] >> dbp:awards >> [ANS]
"translate question to dbpedia path: Entities possibly involved: dbr:Bacteria, dbr:Bacillales | Question: How many bacterias have taxonomy as Bacillales and domain as Bacteria?",COUNT >> [ANS] >> dbo:order >> dbr:Bacillales [SEP] [ANS] >> dbp:domain >> dbr:Bacteria
"translate question to dbpedia path: Entities possibly involved: dbr:Omaha,_Nebraska | Question: Which state's largest city is Omaha?","[ANS] >> dbo:largestCity >> dbr:Omaha,_Nebraska [SEP] [ANS] >> rdf:type >> dbo:AdministrativeRegion"
"translate question to dbpedia path: Entities possibly involved: dbr:Honeybuns, dbr:Wahoo! | Question: Is Wahoo! the previous work of Honeybuns?",ASK >> dbr:Honeybuns >> dbo:previousWork >> dbr:Wahoo!
translate question to dbpedia path: Entities possibly involved: dbr:Tommy_Tucker's_Tooth | Question: Who is the animator of Tommy Tucker's Tooth ?,dbr:Tommy_Tucker's_Tooth >> dbp:animator >> [ANS]
translate question to dbpedia path: Entities possibly involved: dbr:Alice's_Wonderland | Question: Who is the film director of Alice's Wonderland ?,dbr:Alice's_Wonderland >> dbo:director >> [ANS]
translate question to dbpedia path: Entities possibly involved: dbr:Random_House | Question: On how many subjects has Random house publishers published books?,COUNT >> [VAR1] >> dbp:publisher >> dbr:Random_House [SEP] [VAR1] >> dbp:subject >> [ANS]
"translate question to dbpedia path: Entities possibly involved: dbr:Cologny, dbr:Pregny-Chambésy | Question: Which settlement's neighboring municipalities are Cologny and Pregny-Chambsy?",[ANS] >> dbo:neighboringMunicipality >> dbr:Pregny-Chambésy [SEP] [ANS] >> dbp:neighboringMunicipalities >> dbr:Cologny [SEP] [ANS] >> rdf:type >> dbo:Settlement
"translate question to dbpedia path: Entities possibly involved: dbr:The_Pentagon, dbr:United_States_Department_of_Defense | Question: Which military unit's  garrison is Pentagon and command structure is United States Department of Defense?",[ANS] >> dbo:commandStructure >> dbr:United_States_Department_of_Defense [SEP] [ANS] >> dbp:garrison >> dbr:The_Pentagon [SEP] [ANS] >> rdf:type >> dbo:MilitaryUnit
translate question to dbpedia path: Entities possibly involved: dbr:A_Christian_Turn'd_Turk | Question: List the primary  subjects of A Christian Turn'd Turk?,dbr:A_Christian_Turn'd_Turk >> dbp:subject >> [ANS]
"translate question to dbpedia path: Entities possibly involved: dbr:Karl_Marx, dbr:Labor_relations | Question: Is Labor relations the main interest of Karl Marx?",ASK >> dbr:Karl_Marx >> dbo:mainInterest >> dbr:Labor_relations
"translate question to dbpedia path: Entities possibly involved: dbr:Cable-stayed_bridge | Question: Over which rivers, does a cable stayed bridge exists?",[VAR1] >> dbp:crosses >> [ANS] [SEP] [VAR1] >> dbp:design >> dbr:Cable-stayed_bridge
translate question to dbpedia path: Entities possibly involved: dbr:Texas | Question: Name some Texas based companies ?,[ANS] >> dbo:locationCity >> dbr:Texas [SEP] [ANS] >> rdf:type >> dbo:Company
translate question to dbpedia path: Entities possibly involved: dbr:Nazi_Germany | Question: Who were some governmental heads in Nazi Germany?,[VAR1] >> dbo:jurisdiction >> dbr:Nazi_Germany [SEP] [VAR1] >> dbo:leader >> [ANS]
translate question to dbpedia path: Entities possibly involved: dbr:Banlung | Question: Name the tiemzone of Banlung ?,dbr:Banlung >> dbo:timeZone >> [ANS]
translate question to dbpedia path: Entities possibly involved: dbr:Mary_Ainsworth | Question: Name all the doctoral student of the scientist who also supervised Mary Ainsworth ?,[VAR1] >> dbp:doctoralStudents >> [ANS] [SEP] [VAR1] >> dbp:doctoralStudents >> dbr:Mary_Ainsworth [SEP] [VAR1] >> rdf:type >> dbo:Scientist
translate question to dbpedia path: Entities possibly involved: dbr:Shahid_Khan | Question: Which football teams is Shahid Khan proprietor to?,[ANS] >> dbo:owner >> dbr:Shahid_Khan
translate question to dbpedia path: Entities possibly involved: dbr:Populous_(company) | Question: Who all have rented the stadium whose architect is Populous?,[VAR1] >> dbo:tenant >> [ANS] [SEP] [VAR1] >> dbp:architect >> dbr:Populous_(company) [SEP] [VAR1] >> rdf:type >> dbo:Stadium
"translate question to dbpedia path: Entities possibly involved: dbr:Dean_Wurzberger, dbr:Santa_Clara_University | Question: Did Dean Wurzberger manage a club at the santa clara university?",ASK >> dbr:Dean_Wurzberger >> dbp:managerclubs >> dbr:Santa_Clara_University
translate question to dbpedia path: Entities possibly involved: dbr:Flowering_plant | Question: How many dishes are made with an ingredient belonging to the flowering plant species?,COUNT >> [ANS] >> dbo:ingredient >> [VAR1] [SEP] [ANS] >> rdf:type >> dbo:Food [SEP] [VAR1] >> dbo:division >> dbr:Flowering_plant
translate question to dbpedia path: Entities possibly involved: dbr:Albert_Kwesi_Ocran | Question: What is the allegiance of Albert Kwesi Ocran ?,dbr:Albert_Kwesi_Ocran >> dbp:allegiance >> [ANS]
translate question to dbpedia path: Entities possibly involved: dbr:Niederkirchnerstraße | Question: How many people have headed organizations headquartered at Niederkirchnerstrae?,COUNT >> [VAR1] >> dbo:headquarter >> dbr:Niederkirchnerstraße [SEP] [VAR1] >> dbo:leader >> [ANS]
translate question to dbpedia path: Entities possibly involved: dbr:Europe | Question: What are some seas inside europe ?,[ANS] >> dbo:location >> dbr:Europe [SEP] [ANS] >> rdf:type >> dbo:Sea
translate question to dbpedia path: Entities possibly involved: dbr:Swimming_at_the_2008_Summer_Olympics_–_Men's_400_metre_individual_medley | Question: Who was the bronze medalist of Swimming at the 2008 Summer Olympics  Men's 400 metre individual medley ?,dbr:Swimming_at_the_2008_Summer_Olympics_–_Men's_400_metre_individual_medley >> dbo:bronzeMedalist >> [ANS]
"translate question to dbpedia path: Entities possibly involved: dbr:The_Incredible_Hulk_(1982_TV_series), dbr:Stan_Lee | Question: Did stan lee narrate the incredible hulk tv show?",ASK >> dbr:The_Incredible_Hulk_(1982_TV_series) >> dbo:narrator >> dbr:Stan_Lee
translate question to dbpedia path: Entities possibly involved: dbr:Pioneer_Corporation | Question: How many states does the Pioneer corporation operate in?,COUNT >> dbr:Pioneer_Corporation >> dbp:country >> [ANS]
translate question to dbpedia path: Entities possibly involved: dbr:Butch_Metzger | Question: Name the debut team of Butch Metzger ?,dbr:Butch_Metzger >> dbo:debutTeam >> [ANS]
translate question to dbpedia path: Entities possibly involved: dbr:Solidus_(coin) | Question: What countries used Solidus as currency?,[ANS] >> dbo:currency >> dbr:Solidus_(coin) [SEP] [ANS] >> rdf:type >> dbo:Country
"translate question to dbpedia path: Entities possibly involved: dbr:Edsel, dbr:1967_Mexican_Grand_Prix | Question: Which parent company of  Edsel was the first team of the 1967 Mexican Grand Prix ?",dbr:1967_Mexican_Grand_Prix >> dbp:firstTeam >> [ANS] [SEP] dbr:Edsel >> dbp:parent >> [ANS]
"translate question to dbpedia path: Entities possibly involved: dbr:Eddie_Anderson_(safety), dbr:Joe_Porter_(American_football) | Question: What team did Joe Porter and Eddie Anderson play for?",dbr:Eddie_Anderson_(safety) >> dbo:team >> [ANS] [SEP] dbr:Joe_Porter_(American_football) >> dbo:formerTeam >> [ANS]
translate question to dbpedia path: Entities possibly involved: dbr:BMW_M10 | Question: Which engine's successor's predecessor is BMW M10?,[ANS] >> dbo:successor >> [VAR1] [SEP] [ANS] >> rdf:type >> dbo:Engine [SEP] [VAR1] >> dbo:predecessor >> dbr:BMW_M10
translate question to dbpedia path: Entities possibly involved: dbr:Stanley_Kubrick | Question: List the movies directed by Stanley Kubrick?,[ANS] >> dbo:director >> dbr:Stanley_Kubrick [SEP] [ANS] >> rdf:type >> dbo:Film
"translate question to dbpedia path: Entities possibly involved: dbr:National_Hockey_League | Question: What team were the people drafted to, which are in the National Hockey League?",[VAR1] >> dbp:draftTeam >> [ANS] [SEP] [VAR1] >> dbp:league >> dbr:National_Hockey_League [SEP] [VAR1] >> rdf:type >> dbo:Person
translate question to dbpedia path: Entities possibly involved: dbr:Macintosh_Quadra_660AV | Question: Who developed the software for the operating system of Macintosh Quadra 660AV ?,[VAR1] >> dbo:developer >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:Software [SEP] dbr:Macintosh_Quadra_660AV >> dbo:operatingSystem >> [VAR1]
translate question to dbpedia path: Entities possibly involved: dbr:Carlos_Emmons_(American_football) | Question: From what american football teams did Carlos Emmons play?,dbr:Carlos_Emmons_(American_football) >> dbo:formerTeam >> [ANS]
translate question to dbpedia path: Entities possibly involved: dbr:Don_R._Berlin | Question: Who are the employer of Don R. Berlin?,dbr:Don_R._Berlin >> dbo:employer >> [ANS]
"translate question to dbpedia path: Entities possibly involved: dbr:Peter_Crouch, dbr:Stoke_City_F.C. | Question: Is Peter Crouch currently in the Stoke City FC?",ASK >> dbr:Peter_Crouch >> dbp:currentclub >> dbr:Stoke_City_F.C.
"translate question to dbpedia path: Entities possibly involved: dbr:Mount_St._Peter_Church, dbr:International_Style_(architecture) | Question: Is the Mount St Peter Church made in the international architectural style?",ASK >> dbr:Mount_St._Peter_Church >> dbp:architecture >> dbr:International_Style_(architecture)
"translate question to dbpedia path: Entities possibly involved: dbr:Mams_Taylor, dbr:The_Mating_Habits_of_the_Earthbound_Human | Question: What woman acted in the mating habits of earthbound humans and is often associated with Mams taylor?",dbr:Mams_Taylor >> dbo:associatedMusicalArtist >> [ANS] [SEP] dbr:The_Mating_Habits_of_the_Earthbound_Human >> dbp:starring >> [ANS]
translate question to dbpedia path: Entities possibly involved: dbr:Brian_d'Arcy_James | Question: How many other Guests are there of the television episodes whose Guests is Brian d'Arcy James ?,COUNT >> [VAR1] >> dbp:guests >> [ANS] [SEP] [VAR1] >> dbp:guests >> dbr:Brian_d'Arcy_James
translate question to dbpedia path: Entities possibly involved: dbr:He's_a_Pirate | Question: Who is the writer of He's a Pirate ?,dbr:He's_a_Pirate >> dbp:writer >> [ANS]
translate question to dbpedia path: Entities possibly involved: dbr:RCA_Records | Question: Which movies have their music composed by someone that signed up with RCA Records?,[ANS] >> dbo:musicComposer >> [VAR1] [SEP] [ANS] >> rdf:type >> dbo:Film [SEP] [VAR1] >> dbo:recordLabel >> dbr:RCA_Records
"translate question to dbpedia path: Entities possibly involved: dbr:Mark_Twain, dbr:The_Adventures_of_Tom_Sawyer | Question: Was the cover of The adventures of Tom Sawyer designed by Mark Twain?",ASK >> dbr:The_Adventures_of_Tom_Sawyer >> dbo:coverArtist >> dbr:Mark_Twain
translate question to dbpedia path: Entities possibly involved: dbr:Palang_Dharma_Party | Question: What is the ideology of Palang Dharma Party ?,dbr:Palang_Dharma_Party >> dbo:ideology >> [ANS]
"translate question to dbpedia path: Entities possibly involved: dbr:Philosophy, dbr:Stephen_Law | Question: Which philosophy journal has compiler as Stephen Law ?",[ANS] >> dbp:discipline >> dbr:Philosophy [SEP] [ANS] >> dbp:editor >> dbr:Stephen_Law [SEP] [ANS] >> rdf:type >> dbo:AcademicJournal
"translate question to dbpedia path: Entities possibly involved: dbr:Jaber_Al-Ahmad_Al-Sabah, dbr:Israel | Question: Which military conflict took place in Israel and had commander as Jaber Al-Ahmad Al-Sabah?",[ANS] >> dbo:commander >> dbr:Jaber_Al-Ahmad_Al-Sabah [SEP] [ANS] >> dbo:place >> dbr:Israel [SEP] [ANS] >> rdf:type >> dbo:MilitaryConflict
"translate question to dbpedia path: Entities possibly involved: dbr:The_Avengers_(1998_film) | Question: Where is the fictional character from, whose last appearance was in the Avengers, 1998?",[VAR1] >> dbp:last >> dbr:The_Avengers_(1998_film) [SEP] [VAR1] >> dbp:nationality >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:FictionalCharacter
"translate question to dbpedia path: Entities possibly involved: dbr:Miao_people, dbr:Palang_Dharma_Party | Question: Which idelogy of the Palang Dharma Party is also the  faith of Miao people ?",dbr:Miao_people >> dbo:religion >> [ANS] [SEP] dbr:Palang_Dharma_Party >> dbo:ideology >> [ANS]
translate question to dbpedia path: Entities possibly involved: dbr:Michael_Deeley | Question: List the movies produced by Michael Deeley ?,[ANS] >> dbo:producer >> dbr:Michael_Deeley [SEP] [ANS] >> rdf:type >> dbo:Film
translate question to dbpedia path: Entities possibly involved: dbr:Louis_Chevrolet | Question: Where did Louis chevrolet die ?,dbr:Louis_Chevrolet >> dbp:deathPlace >> [ANS]
"translate question to dbpedia path: Entities possibly involved: dbr:Bacteria, dbr:Bacillus | Question: Is Bacillus belong to the domain Bacteria?",ASK >> dbr:Bacillus >> dbp:domain >> dbr:Bacteria
"translate question to dbpedia path: Entities possibly involved: dbr:Microsoft_Windows, dbr:C++ | Question: Count the total number of software whose programming language is C++ and operating system is Microsoft Windows?",COUNT >> [ANS] >> dbo:operatingSystem >> dbr:Microsoft_Windows [SEP] [ANS] >> dbp:programmingLanguage >> dbr:C++
translate question to dbpedia path: Entities possibly involved: dbr:Jenny_Macklin | Question: What is the total number of politicians whose predecessor's deputy is Jenny Macklin?,COUNT >> [ANS] >> dbp:predecessor >> [VAR1] [SEP] [ANS] >> rdf:type >> dbo:OfficeHolder [SEP] [VAR1] >> dbp:deputy >> dbr:Jenny_Macklin
translate question to dbpedia path: Entities possibly involved: dbr:Middlesbrough_F.C. | Question: How many managers have managed Middlesbrough FC?,COUNT >> [ANS] >> dbo:managerClub >> dbr:Middlesbrough_F.C.
translate question to dbpedia path: Entities possibly involved: dbr:California | Question: Give me a count of bridges located in California ?,COUNT >> [ANS] >> dbo:locatedInArea >> dbr:California [SEP] [ANS] >> rdf:type >> dbo:Bridge
translate question to dbpedia path: Entities possibly involved: dbr:Taekwondo | Question: What are the sports played by the universities who also plays taekwondo ?,[VAR1] >> dbp:athletics >> [ANS] [SEP] [VAR1] >> dbp:athletics >> dbr:Taekwondo
translate question to dbpedia path: Entities possibly involved: dbr:Arlington_National_Cemetery | Question: Who all are buried in Arlington national cementary?,[ANS] >> dbp:placeofburial >> dbr:Arlington_National_Cemetery
translate question to dbpedia path: Entities possibly involved: dbr:Drum_kit | Question: How many different genres led to other genres where drums are important?,COUNT >> [ANS] >> rdf:type >> dbo:MusicGenre [SEP] [VAR1] >> dbo:stylisticOrigin >> [ANS] [SEP] [VAR1] >> dbp:instruments >> dbr:Drum_kit
"translate question to dbpedia path: Entities possibly involved: dbr:Fred_Claus, dbr:Trevor_Peacock | Question: Is Trevor Peacock the narrator of Fred Claus?",ASK >> dbr:Fred_Claus >> dbp:narrator >> dbr:Trevor_Peacock
translate question to dbpedia path: Entities possibly involved: dbr:Guy_(band) | Question: List all the bands which have members of the band Guy in them?,[VAR1] >> dbo:associatedBand >> [ANS] [SEP] dbr:Guy_(band) >> dbo:bandMember >> [VAR1]
translate question to dbpedia path: Entities possibly involved: dbr:John_Randolph_of_Roanoke | Question: Who are the predecessors of John Randolph of Roanoke?,[ANS] >> dbp:predecessor >> dbr:John_Randolph_of_Roanoke
"translate question to dbpedia path: Entities possibly involved: dbr:A_Jitney_Elopement, dbr:Charlie_Chaplin | Question: Was A Jitney Elopement edited by Charlie Chaplin?",ASK >> dbr:A_Jitney_Elopement >> dbo:editing >> dbr:Charlie_Chaplin
"translate question to dbpedia path: Entities possibly involved: dbr:Bert_McCaffrey, dbr:J._P._Parisé | Question: What team did J P Paris was former team of Bert McCaffrey play for?",dbr:Bert_McCaffrey >> dbo:formerTeam >> [ANS] [SEP] dbr:J._P._Parisé >> dbp:playedFor >> [ANS]
"translate question to dbpedia path: Entities possibly involved: dbr:North_Sea, dbr:Thames_Estuary | Question: What is the river that falls into North Sea and Thames Estuary?",[ANS] >> dbo:riverMouth >> dbr:North_Sea [SEP] [ANS] >> dbo:riverMouth >> dbr:Thames_Estuary [SEP] [ANS] >> rdf:type >> dbo:River
translate question to dbpedia path: Entities possibly involved: dbr:Dallas | Question: How many companies were founded in Dallas?,COUNT >> [ANS] >> dbp:foundation >> dbr:Dallas [SEP] [ANS] >> rdf:type >> dbo:Company
translate question to dbpedia path: Entities possibly involved: dbr:Canton_of_Fribourg | Question: Which range of mountains are there in canton of Fribourg?,[VAR1] >> dbo:locatedInArea >> dbr:Canton_of_Fribourg [SEP] [VAR1] >> dbo:mountainRange >> [ANS]
translate question to dbpedia path: Entities possibly involved: dbr:Animal | Question: Which species' members are there in the animal kingdom?,[VAR1] >> dbo:kingdom >> dbr:Animal [SEP] [VAR1] >> dbo:species >> [ANS]
"translate question to dbpedia path: Entities possibly involved: dbr:Henry_Knox, dbr:Major_general_(United_States) | Question: Was Henry Knox a major general?",ASK >> dbr:Henry_Knox >> dbo:militaryRank >> dbr:Major_general_(United_States)
translate question to dbpedia path: Entities possibly involved: dbr:Dimitris_Terezopoulos | Question: Which stadium is owned by the team whose manager is Dimitris Terezopoulos?,[VAR1] >> dbp:manager >> dbr:Dimitris_Terezopoulos [SEP] [VAR1] >> dbp:stadium >> [ANS]
translate question to dbpedia path: Entities possibly involved: dbr:Alexander_Lippisch | Question: From how many countries did the aeroplanes designed by Alexander Lippisch originate?,COUNT >> [ANS] >> rdf:type >> dbo:Country [SEP] [VAR1] >> dbp:designer >> dbr:Alexander_Lippisch [SEP] [VAR1] >> dbp:nationalOrigin >> [ANS]
"translate question to dbpedia path: Entities possibly involved: dbr:White_Plains_Road, dbr:The_Bronx | Question: Do the White Plains Road lie in the Bronx county?",ASK >> dbr:White_Plains_Road >> dbp:counties >> dbr:The_Bronx
translate question to dbpedia path: Entities possibly involved: dbr:Queen_Noor_of_Jordan | Question: Name presidents of the schools which have queen noor of Jordan as one of them ?,[VAR1] >> dbo:president >> dbr:Queen_Noor_of_Jordan [SEP] [VAR1] >> dbp:president >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:School
translate question to dbpedia path: Entities possibly involved: dbr:Kobalt_Label_Services | Question: How many bands are signed up with Kobalt Label Services?,COUNT >> [ANS] >> dbo:recordLabel >> dbr:Kobalt_Label_Services [SEP] [ANS] >> rdf:type >> dbo:Band
