input_text,target_text
translate question to dbpedia path | Entities possibly involved: dbr:Charles_Gordon_(artist) | Question: What is the PLACE OF DEATH of Charles Gordon (artist) ?,dbr:Charles_Gordon_(artist) >> dbp:placeOfDeath >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Paul_Demiéville | Question: Namt the fields of Paul Demiville ?,dbr:Paul_Demiéville >> dbp:fields >> [ANS]
"translate question to dbpedia path | Entities possibly involved: dbr:Jim_Jones_(judge), dbr:Allen_Boyd | Question: Which battle is Jim Jones associated with to which Allen Boyd is also associated ?",dbr:Allen_Boyd >> dbp:battles >> [ANS] [SEP] dbr:Jim_Jones_(judge) >> dbo:battle >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Pope_Paul_VI | Question: Who all have been canonized by Pope Paul VI,[ANS] >> dbp:canonizedBy >> dbr:Pope_Paul_VI
translate question to dbpedia path | Entities possibly involved: dbr:McLean_Hospital | Question: Where is the tombstone of the congressman who died in the McLean hospital?,[VAR1] >> dbo:deathPlace >> dbr:McLean_Hospital [SEP] [VAR1] >> dbp:restingplace >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:Congressman
translate question to dbpedia path | Entities possibly involved: dbr:The_GNOME_Project | Question: What is written in a programming language developed by GNOME Project?,[ANS] >> dbp:programmingLanguage >> [VAR1] [SEP] [VAR1] >> dbp:developer >> dbr:The_GNOME_Project
"translate question to dbpedia path | Entities possibly involved: dbr:Martin_Molony, dbr:Best_Mate | Question: Which race is the  Best Mate is also the race of the Martin Molony?",dbr:Best_Mate >> dbp:race >> [ANS] [SEP] dbr:Martin_Molony >> dbo:race >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Francis_Palmer_Smith | Question: Where is the building located whose architect was Francis Palmer Smith?,[VAR1] >> dbo:architect >> dbr:Francis_Palmer_Smith [SEP] [VAR1] >> dbp:address >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:Building
translate question to dbpedia path | Entities possibly involved: dbr:Malaysian_Public_Works_Department | Question: Who operates the bridges designed by Malaysian PWD?,[VAR1] >> dbo:maintainedBy >> [ANS] [SEP] [VAR1] >> dbp:designer >> dbr:Malaysian_Public_Works_Department [SEP] [VAR1] >> rdf:type >> dbo:Bridge
translate question to dbpedia path | Entities possibly involved: dbr:Lê_Hồng_Phong | Question: Where was the person born whose successor was Le Hong Phong?,[VAR1] >> dbp:birthPlace >> [ANS] [SEP] [VAR1] >> dbp:successor >> dbr:Lê_Hồng_Phong
"translate question to dbpedia path | Entities possibly involved: dbr:Fergie_Sutherland, dbr:Coneygree | Question: In which race did Coneygree the racehorse and Fergie Sutherland the horse trainer participate?",dbr:Coneygree >> dbp:race >> [ANS] [SEP] dbr:Fergie_Sutherland >> dbp:race >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Hillary_Clinton | Question: List all important people of the non profit organization which has Hilary Clinton as a key person ?,[VAR1] >> dbp:keyPeople >> [ANS] [SEP] [VAR1] >> dbp:keyPeople >> dbr:Hillary_Clinton [SEP] [VAR1] >> rdf:type >> dbo:Non-ProfitOrganisation
translate question to dbpedia path | Entities possibly involved: dbr:Bobby_Skinstad | Question: List the school of Bobby Skinstad?,dbr:Bobby_Skinstad >> dbp:school >> [ANS]
"translate question to dbpedia path | Entities possibly involved: dbr:2009_FIFA_Club_World_Cup_squads, dbr:Lionel_Messi | Question: Was Lionel Messi a member  of the 2009 FIFA World Cup squads?",ASK >> dbr:2009_FIFA_Club_World_Cup_squads >> dbo:currentMember >> dbr:Lionel_Messi
"translate question to dbpedia path | Entities possibly involved: dbr:Bob_Dylan, dbr:Writings_and_Drawings | Question: Was Writings and Drawings illustrated by Bob Dylan?",ASK >> dbr:Writings_and_Drawings >> dbp:illustrator >> dbr:Bob_Dylan
translate question to dbpedia path | Entities possibly involved: dbr:2015_Alabama_Crimson_Tide_football_team | Question: Count all the universities who participated in the tournament won by Alabama Crimson Tides in 2015 ?,COUNT >> [ANS] >> dbp:athletics >> [VAR1] [SEP] [ANS] >> rdf:type >> dbo:University [SEP] [VAR1] >> dbp:champion >> dbr:2015_Alabama_Crimson_Tide_football_team
"translate question to dbpedia path | Entities possibly involved: dbr:Napster, dbr:Lotuspool_Records | Question: Was the Lotuspool Records distributed by Napster?",ASK >> dbr:Lotuspool_Records >> dbo:distributingLabel >> dbr:Napster
"translate question to dbpedia path | Entities possibly involved: dbr:Oj,_svijetla_majska_zoro | Question: List the base currency of the country whose anthem is Oj, svijetla majska zoro.","[VAR1] >> dbo:anthem >> dbr:Oj,_svijetla_majska_zoro [SEP] [VAR1] >> dbp:currency >> [ANS]"
"translate question to dbpedia path | Entities possibly involved: dbr:Lucifer's_Hammer, dbr:Merritt_Cabal | Question: What magazine is Marritt Cabal known for which has Lucifer Hammer as publisher ?",dbr:Lucifer's_Hammer >> dbo:publisher >> [ANS] [SEP] dbr:Merritt_Cabal >> dbo:knownFor >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Ford_Falcon_Cobra | Question: Name the parent company of Ford Falcon Cobra ?,dbr:Ford_Falcon_Cobra >> dbo:parentCompany >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:San_Francisco_Giants | Question: How many players are in the San Francisco Giants?,COUNT >> [ANS] >> dbo:team >> dbr:San_Francisco_Giants [SEP] [ANS] >> rdf:type >> dbo:Athlete
"translate question to dbpedia path | Entities possibly involved: dbr:Geography_Club_(play), dbr:Seattle_Great_Wheel | Question: Which place of Geography Club is the location of Seattle Great Wheel ?",dbr:Geography_Club_(play) >> dbp:place >> [ANS] [SEP] dbr:Seattle_Great_Wheel >> dbp:locationTown >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Best_Mate | Question: How many races has Best Mate won?,COUNT >> dbr:Best_Mate >> dbp:race >> [ANS]
"translate question to dbpedia path | Entities possibly involved: dbr:Charles_Willing_Byrd, dbr:John_Scott_Harrison | Question: Which governor of Charles Willing had a child named John Scott ?",[ANS] >> dbo:child >> dbr:John_Scott_Harrison [SEP] [ANS] >> dbo:governor >> dbr:Charles_Willing_Byrd
translate question to dbpedia path | Entities possibly involved: dbr:Lyubov_Dostoyevskaya | Question: List the relatives of Lyubov Dostoyevskaya ?,dbr:Lyubov_Dostoyevskaya >> dbp:relatives >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Peruvian_Army | Question: What is the military rank of the important commander of Peruvian Army?,[VAR1] >> dbo:militaryRank >> [ANS] [SEP] dbr:Peruvian_Army >> dbo:notableCommander >> [VAR1]
"translate question to dbpedia path | Entities possibly involved: dbr:Seattle, dbr:West_Coast_Airlines | Question: Do the west coast airlines fly to seattle?",ASK >> dbr:West_Coast_Airlines >> dbo:targetAirport >> dbr:Seattle
"translate question to dbpedia path | Entities possibly involved: dbr:Arlington_County,_Virginia | Question: Which units are garrisoned at Arlington County, Virginia?","[ANS] >> dbo:garrison >> dbr:Arlington_County,_Virginia"
translate question to dbpedia path | Entities possibly involved: dbr:Ethics | Question: In how many different places have ehtics philosophers died?,COUNT >> [ANS] >> rdf:type >> dbo:Place [SEP] [VAR1] >> dbp:mainInterests >> dbr:Ethics [SEP] [VAR1] >> dbp:placeOfDeath >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:The_Dognapper | Question: Who is the fictional character who starred in The Dognapper?,[ANS] >> dbo:voice >> dbr:The_Dognapper [SEP] [ANS] >> rdf:type >> dbo:FictionalCharacter
translate question to dbpedia path | Entities possibly involved: dbr:Dart_(programming_language) | Question: Who is the developer of Dart (programming language) ?,dbr:Dart_(programming_language) >> dbp:developer >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Jazz | Question: Which house has published books about Jazz?,[VAR1] >> dbo:nonFictionSubject >> dbr:Jazz [SEP] [VAR1] >> dbo:publisher >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:Book
"translate question to dbpedia path | Entities possibly involved: dbr:Tales_of_Suspense, dbr:The_Incredible_Hulk_(1982_TV_series) | Question: Which person naratted The Incredible Hulk and also the writer of Tales of Suspense ?",dbr:Tales_of_Suspense >> dbp:writers >> [ANS] [SEP] dbr:The_Incredible_Hulk_(1982_TV_series) >> dbp:narrated >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Buckinghamshire | Question: Who are the parents of writers born and bred in Buckinghamshire?,[VAR1] >> dbo:parent >> [ANS] [SEP] [VAR1] >> dbp:homeTown >> dbr:Buckinghamshire [SEP] [VAR1] >> rdf:type >> dbo:Writer
"translate question to dbpedia path | Entities possibly involved: dbr:Polytechnic_University_of_the_Philippines_Taguig, dbr:PATTS_College_of_Aeronautics | Question: List down the common sports played by PATTS College of Aeronautics and lytechnic University of the Philippines Taguig ?",dbr:PATTS_College_of_Aeronautics >> dbp:athletics >> [ANS] [SEP] dbr:Polytechnic_University_of_the_Philippines_Taguig >> dbo:sport >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Concrete | Question: How many companies have built concrete bridges?,COUNT >> [VAR1] >> dbo:builder >> [ANS] [SEP] [VAR1] >> dbp:material >> dbr:Concrete
translate question to dbpedia path | Entities possibly involved: dbr:Parsons_School_of_Design | Question: How many movies have been directed by almunies of Parsons School of Design?,COUNT >> [ANS] >> dbo:director >> [VAR1] [SEP] [ANS] >> rdf:type >> dbo:Film [SEP] [VAR1] >> dbp:education >> dbr:Parsons_School_of_Design
translate question to dbpedia path | Entities possibly involved: dbr:Association_football | Question: Count the number of  sport played by the school which also plays Association football ?,COUNT >> [VAR1] >> dbo:sport >> [ANS] [SEP] [VAR1] >> dbo:sport >> dbr:Association_football
translate question to dbpedia path | Entities possibly involved: dbr:SFOR | Question: Which countries militaries fought the SFOR battle?,[VAR1] >> dbo:battle >> [ANS] [SEP] [VAR1] >> dbp:battles >> dbr:SFOR [SEP] [VAR1] >> rdf:type >> dbo:MilitaryPerson
translate question to dbpedia path | Entities possibly involved: dbr:Hyderabad | Question: List the people died in Hyderabad and are a member of political party ?,[VAR1] >> dbo:deathPlace >> dbr:Hyderabad [SEP] [VAR1] >> dbo:party >> [ANS]
"translate question to dbpedia path | Entities possibly involved: dbr:Kansas_City,_Missouri | Question: What is the american football league whose champion is from Kansas City, Missouri?","[ANS] >> dbp:champion >> [VAR1] [SEP] [ANS] >> rdf:type >> dbo:AmericanFootballLeague [SEP] [VAR1] >> dbp:city >> dbr:Kansas_City,_Missouri"
translate question to dbpedia path | Entities possibly involved: dbr:Ernest_Rutherford | Question: How many thesis were supervised by Ernest Rutherford?,COUNT >> [ANS] >> dbo:doctoralAdvisor >> dbr:Ernest_Rutherford
"translate question to dbpedia path | Entities possibly involved: dbr:Kentaro_Takekuma | Question: Who is the publisher of the comic, one of whose authors is Kentaro Takekuma ?",[VAR1] >> dbp:publisher >> [ANS] [SEP] [VAR1] >> dbp:writers >> dbr:Kentaro_Takekuma [SEP] [VAR1] >> rdf:type >> dbo:Comic
"translate question to dbpedia path | Entities possibly involved: dbr:Ernest_Rutherford, dbr:Manhattan_Project | Question: List the scientists whose doctoral advisor is Ernest Rutherford and are known for Manhattan Project?",[ANS] >> dbo:doctoralAdvisor >> dbr:Ernest_Rutherford [SEP] [ANS] >> dbp:knownFor >> dbr:Manhattan_Project [SEP] [ANS] >> rdf:type >> dbo:Scientist
translate question to dbpedia path | Entities possibly involved: dbr:Western_Naval_Command | Question: Where is the garrison of Western Naval Command ?,dbr:Western_Naval_Command >> dbp:garrison >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Bengalis | Question: What is the political party of the of Bengalis ?,[VAR1] >> dbo:ethnicity >> dbr:Bengalis [SEP] [VAR1] >> dbo:party >> [ANS]
"translate question to dbpedia path | Entities possibly involved: dbr:John_of_Damascus, dbr:Anglican_Communion | Question: Was John of Damascus canonized by Anglican Communion?",ASK >> dbr:John_of_Damascus >> dbp:canonizedBy >> dbr:Anglican_Communion
translate question to dbpedia path | Entities possibly involved: dbr:Jean-Marc_Germain | Question: Which city's mayor is married to Jean Marc Germain?,[ANS] >> dbp:mayor >> [VAR1] [SEP] [VAR1] >> dbp:spouse >> dbr:Jean-Marc_Germain
translate question to dbpedia path | Entities possibly involved: dbr:Samsu-iluna | Question: Which person's successor is Samsu-iluna?,[ANS] >> dbo:successor >> dbr:Samsu-iluna [SEP] [ANS] >> rdf:type >> dbo:Person
translate question to dbpedia path | Entities possibly involved: dbr:Al_Khaleejiya_100.9 | Question: Where do the sister stations of Al Khaleejiya 100.9 play?,[VAR1] >> dbp:location >> [ANS] [SEP] [VAR1] >> dbp:sisterStations >> dbr:Al_Khaleejiya_100.9
translate question to dbpedia path | Entities possibly involved: dbr:Jamiatu_Muslim_Mindanao | Question: Name the sports played by Jamiatu Muslim Mindanao?,dbr:Jamiatu_Muslim_Mindanao >> dbo:athletics >> [ANS]
"translate question to dbpedia path | Entities possibly involved: dbr:X_the_Unknown, dbr:James_Needs | Question: Was X the Unknown edited by James needs?",ASK >> dbr:X_the_Unknown >> dbo:editing >> dbr:James_Needs
translate question to dbpedia path | Entities possibly involved: dbr:Congress_Socialist_Party | Question: List the party of the office holder which also has the affiliation with Congress Socialist party ?,[VAR1] >> dbo:otherParty >> [ANS] [SEP] [VAR1] >> dbo:otherParty >> dbr:Congress_Socialist_Party [SEP] [VAR1] >> rdf:type >> dbo:OfficeHolder
translate question to dbpedia path | Entities possibly involved: dbr:Tuba_Dei | Question: What is the nickname of the city where Tuba Dei lives?,[VAR1] >> dbp:nickname >> [ANS] [SEP] dbr:Tuba_Dei >> dbp:city >> [VAR1]
translate question to dbpedia path | Entities possibly involved: dbr:American_Indian_Wars | Question: From how many different places did the weapons used in the American Indian wars originate?,COUNT >> [ANS] >> rdf:type >> dbo:Place [SEP] [VAR1] >> dbo:usedInWar >> dbr:American_Indian_Wars [SEP] [VAR1] >> dbp:origin >> [ANS]
"translate question to dbpedia path | Entities possibly involved: dbr:Alta_Mesa_Memorial_Park, dbr:Harvard-Westlake_School | Question: Name the office holder whose alma mater is Harvard-Westlake School and resting place is Alta Mesa Memorial Park?",[ANS] >> dbo:almaMater >> dbr:Harvard-Westlake_School [SEP] [ANS] >> dbp:restingPlace >> dbr:Alta_Mesa_Memorial_Park [SEP] [ANS] >> rdf:type >> dbo:OfficeHolder
"translate question to dbpedia path | Entities possibly involved: dbr:Google_Custom_Search, dbr:Google_Web_Toolkit | Question: Which company developed Google Web Toolkit and Google custom search?",dbr:Google_Custom_Search >> dbo:author >> [ANS] [SEP] dbr:Google_Web_Toolkit >> dbo:author >> [ANS]
"translate question to dbpedia path | Entities possibly involved: dbr:Limerick, dbr:Dowra | Question: Name the rive whose mouth is located in Limerick and location is Dowra?",[ANS] >> dbp:mouthLocation >> dbr:Limerick [SEP] [ANS] >> dbp:sourceLocation >> dbr:Dowra [SEP] [ANS] >> rdf:type >> dbo:River
translate question to dbpedia path | Entities possibly involved: dbr:Maharashtra | Question: How many sports are played in maharashtran schools?,COUNT >> [ANS] >> rdf:type >> dbo:Sport [SEP] [VAR1] >> dbo:sport >> [ANS] [SEP] [VAR1] >> dbp:state >> dbr:Maharashtra
translate question to dbpedia path | Entities possibly involved: dbr:René_Romano | Question: What is the citizenship of Ren Romano ?,dbr:René_Romano >> dbp:citizenship >> [ANS]
"translate question to dbpedia path | Entities possibly involved: dbr:Ralph_J._Gleason, dbr:Jann_Wenner | Question: Which magazine's publisher is Jann Wenner and founded by Ralph J. Gleason?",[ANS] >> dbo:founder >> dbr:Ralph_J._Gleason [SEP] [ANS] >> dbo:publisher >> dbr:Jann_Wenner [SEP] [ANS] >> rdf:type >> dbo:Magazine
translate question to dbpedia path | Entities possibly involved: dbr:Rudolf_Kirchschläger | Question: Where did chancellor served by Rudolf Kirchschlger die?,[VAR1] >> dbo:deathPlace >> [ANS] [SEP] dbr:Rudolf_Kirchschläger >> dbp:chancellor >> [VAR1]
translate question to dbpedia path | Entities possibly involved: dbr:2014–15_Premier_League | Question: How many owners owned the clubs participating in the Premier leagues of '14?,COUNT >> [VAR1] >> dbo:season >> dbr:2014–15_Premier_League [SEP] [VAR1] >> dbp:owner >> [ANS]
"translate question to dbpedia path | Entities possibly involved: dbr:Beverly_Hills,_California | Question: How many people live in the Beverly Hills, California?","COUNT >> [ANS] >> dbo:residence >> dbr:Beverly_Hills,_California [SEP] [ANS] >> rdf:type >> dbo:Person"
translate question to dbpedia path | Entities possibly involved: dbr:Pacific_Ocean | Question: Name some islands in a pacific archipelago?,[ANS] >> dbp:archipelago >> [VAR1] [SEP] [ANS] >> rdf:type >> dbo:Island [SEP] [VAR1] >> dbp:location >> dbr:Pacific_Ocean
"translate question to dbpedia path | Entities possibly involved: dbr:Yes_(band) | Question: For how many movies have the music composer composed music, who have collaborated with Yes ?",COUNT >> [ANS] >> dbo:musicComposer >> [VAR1] [SEP] [ANS] >> rdf:type >> dbo:Film [SEP] [VAR1] >> dbo:associatedMusicalArtist >> dbr:Yes_(band)
translate question to dbpedia path | Entities possibly involved: dbr:1989_Portuguese_Grand_Prix | Question: Name the driver who had a pole finish in 1989 Portuguese Grand Prix ?,dbr:1989_Portuguese_Grand_Prix >> dbo:poleDriver >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Jeff_Munn | Question: Jeff Munn is the president of which basketball team ?,[ANS] >> dbp:president >> dbr:Jeff_Munn [SEP] [ANS] >> rdf:type >> dbo:BasketballTeam
"translate question to dbpedia path | Entities possibly involved: dbr:North_Carolina | Question: In how many areas do the networks broadcast, which also broadcasts in North Carolina?",COUNT >> [ANS] >> rdf:type >> dbo:Place [SEP] [VAR1] >> dbo:broadcastArea >> dbr:North_Carolina [SEP] [VAR1] >> dbp:area >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Wallington_railway_station | Question: Name the sovereign state of Wallington railway station ?,dbr:Wallington_railway_station >> dbo:country >> [ANS]
"translate question to dbpedia path | Entities possibly involved: dbr:Tonkin_Campaign, dbr:Théophane_Vénard | Question: Which terrotory of Tonkin campaign also the death bed of Thophane Vnard ?",dbr:Théophane_Vénard >> dbo:deathPlace >> [ANS] [SEP] dbr:Tonkin_Campaign >> dbo:territory >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Giannis_Alafouzos | Question: Where does the Giannis Alafouzos originate?,dbr:Giannis_Alafouzos >> dbo:stateOfOrigin >> [ANS]
"translate question to dbpedia path | Entities possibly involved: dbr:Elżbieta_Czartoryska_(1905–1989), dbr:Charles_Journet | Question: What is the death place of the Elbieta Czartoryska which is also place of birth of the Charles Journet",dbr:Charles_Journet >> dbo:birthPlace >> [ANS] [SEP] dbr:Elżbieta_Czartoryska_(1905–1989) >> dbp:deathPlace >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Canidae | Question: What mammals fall into the biological family Canidae?,[ANS] >> dbo:family >> dbr:Canidae [SEP] [ANS] >> rdf:type >> dbo:Mammal
translate question to dbpedia path | Entities possibly involved: dbr:Mario_Oliverio | Question: what region is governed by Mario Olivero?,[ANS] >> dbp:leader >> dbr:Mario_Oliverio
"translate question to dbpedia path | Entities possibly involved: dbr:Kumta, dbr:Mizoram_Legislative_Assembly | Question: Whihc party of the Mizoram Legislative Assembly is the government type of kumta ?",dbr:Kumta >> dbo:governmentType >> [ANS] [SEP] dbr:Mizoram_Legislative_Assembly >> dbp:party >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Bataan | Question: What sports can be played in institutions in Bataan?,[VAR1] >> dbo:sport >> [ANS] [SEP] [VAR1] >> dbp:province >> dbr:Bataan
translate question to dbpedia path | Entities possibly involved: dbr:Australia | Question: What is the total number of regions served by the companies which also serves Australia?,COUNT >> [VAR1] >> dbo:regionServed >> [ANS] [SEP] [VAR1] >> dbo:regionServed >> dbr:Australia
"translate question to dbpedia path | Entities possibly involved: dbr:The_Sarah_Jane_Adventures, dbr:Doctor_Who_Confidential | Question: What tv series can be said to be related to the sarah jane adventure and dr who confidential?",[ANS] >> dbo:related >> dbr:Doctor_Who_Confidential [SEP] [ANS] >> dbo:related >> dbr:The_Sarah_Jane_Adventures
"translate question to dbpedia path | Entities possibly involved: dbr:Michael_Poulin, dbr:Rhode_Island_Route_15 | Question: Which route junction of the Rhode Island Route 15 is the place of birth of the Michael Poulin?",dbr:Michael_Poulin >> dbp:placeOfBirth >> [ANS] [SEP] dbr:Rhode_Island_Route_15 >> dbo:routeJunction >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Salford_City_F.C. | Question: What is the birth city of the Salford City F.C players ?,[VAR1] >> dbo:birthPlace >> [ANS] [SEP] [VAR1] >> dbo:team >> dbr:Salford_City_F.C. [SEP] [VAR1] >> rdf:type >> dbo:SoccerPlayer
"translate question to dbpedia path | Entities possibly involved: dbr:Qadir_Huseynov, dbr:Liudmila_Privivkova | Question: What is the birthplace of Liudmila Privivkova and Qadir Huseynov ?",dbr:Liudmila_Privivkova >> dbo:birthPlace >> [ANS] [SEP] dbr:Qadir_Huseynov >> dbo:birthPlace >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Pandaruan_River | Question: Who are the maintainers of the bridges which cross the pandaruan river?,[VAR1] >> dbo:crosses >> dbr:Pandaruan_River [SEP] [VAR1] >> dbo:maintainedBy >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:Bridge
"translate question to dbpedia path | Entities possibly involved: dbr:Colts_Neck_Township,_New_Jersey, dbr:Beverly_Hills,_California | Question: Who has official residences at Colts Neck Township and Beverly Hills?","[ANS] >> dbo:residence >> dbr:Beverly_Hills,_California [SEP] [ANS] >> dbo:residence >> dbr:Colts_Neck_Township,_New_Jersey"
translate question to dbpedia path | Entities possibly involved: dbr:WBCQ-FM | Question: List the area of radio stations whose sister station is WBCQ-FM?,[VAR1] >> dbp:area >> [ANS] [SEP] dbr:WBCQ-FM >> dbp:sisterStations >> [VAR1]
translate question to dbpedia path | Entities possibly involved: dbr:Robbie_Diack | Question: Which school did Robbie Diack attend?,dbr:Robbie_Diack >> dbp:school >> [ANS]
"translate question to dbpedia path | Entities possibly involved: dbr:Nashville,_Tennessee | Question: List the alma mater of the congressmen who attended Nashville, Tennessee ?","[VAR1] >> dbo:almaMater >> [ANS] [SEP] [VAR1] >> dbp:almaMater >> dbr:Nashville,_Tennessee [SEP] [VAR1] >> rdf:type >> dbo:Congressman"
translate question to dbpedia path | Entities possibly involved: dbr:CFRX | Question: What is the broadcast area of CFRX ?,dbr:CFRX >> dbo:broadcastArea >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Cars_(film) | Question: Who developed games based on the Cars series?,[VAR1] >> dbo:developer >> [ANS] [SEP] [VAR1] >> dbp:series >> dbr:Cars_(film) [SEP] [VAR1] >> rdf:type >> dbo:VideoGame
translate question to dbpedia path | Entities possibly involved: dbr:Jason_Maas | Question: What are the american football players whose former team's coach is Jason Maas?,[ANS] >> dbo:formerTeam >> [VAR1] [SEP] [ANS] >> rdf:type >> dbo:AmericanFootballPlayer [SEP] [VAR1] >> dbp:coach >> dbr:Jason_Maas
"translate question to dbpedia path | Entities possibly involved: dbr:Cascade_Airways, dbr:Brandon_Lee | Question: Which hub of Cascade Airways is also the resting place of Brandon Lee ?",dbr:Brandon_Lee >> dbo:restingPlace >> [ANS] [SEP] dbr:Cascade_Airways >> dbp:hubs >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Cape_Canaveral_Air_Force_Station | Question: How many companies have manufactured the rockets launched from the Cape Canaveral Air Force Station?,COUNT >> [VAR1] >> dbo:launchSite >> dbr:Cape_Canaveral_Air_Force_Station [SEP] [VAR1] >> dbo:manufacturer >> [ANS]
"translate question to dbpedia path | Entities possibly involved: dbr:Gdańsk, dbr:Kaliningrad | Question: What is the sea connected to Kaliningrad and Gdask?",[ANS] >> dbp:cities >> dbr:Gdańsk [SEP] [ANS] >> dbp:cities >> dbr:Kaliningrad [SEP] [ANS] >> rdf:type >> dbo:Sea
translate question to dbpedia path | Entities possibly involved: dbr:Election_Commission_of_Thailand | Question: Name the agency of Election Commission of Thailand ?,dbr:Election_Commission_of_Thailand >> dbp:agencyName >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Ursula_Hänle | Question: In which country did the planes designed by Ursula Hanle originate?,[VAR1] >> dbp:designer >> dbr:Ursula_Hänle [SEP] [VAR1] >> dbp:nationalOrigin >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:Aircraft
translate question to dbpedia path | Entities possibly involved: dbr:United_States_Department_of_the_Navy | Question: what are some units udner the US department of navy?,[ANS] >> dbo:commandStructure >> dbr:United_States_Department_of_the_Navy
"translate question to dbpedia path | Entities possibly involved: dbr:Chevrolet_Caprice, dbr:Novair_International_Airways | Question: Which destination of the Novair International Airways is also the  predecessor of the Chevrolet Caprice?",dbr:Chevrolet_Caprice >> dbo:predecessor >> [ANS] [SEP] dbr:Novair_International_Airways >> dbo:destination >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:The_Shirelles | Question: What did other artists associated with the Shirelles make?,[VAR1] >> dbo:associatedBand >> dbr:The_Shirelles [SEP] [VAR1] >> dbo:occupation >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:Artist
translate question to dbpedia path | Entities possibly involved: dbr:New_York_City | Question: Which sitcoms are made by a company headquartered in NYC?,[ANS] >> dbo:company >> [VAR1] [SEP] [ANS] >> rdf:type >> dbo:TelevisionShow [SEP] [VAR1] >> dbo:headquarter >> dbr:New_York_City
translate question to dbpedia path | Entities possibly involved: dbr:Duwamish_River | Question: Name the city of Duwamish River ?,dbr:Duwamish_River >> dbo:city >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Marvin_Bush | Question: List the children of the parent of Marvin Bush.,[VAR1] >> dbp:children >> [ANS] [SEP] dbr:Marvin_Bush >> dbo:parent >> [VAR1]
translate question to dbpedia path | Entities possibly involved: dbr:Diane_Disney_Miller | Question: List the awards received of the person whose child is Daine Disney Miller?,[VAR1] >> dbo:award >> [ANS] [SEP] [VAR1] >> dbp:children >> dbr:Diane_Disney_Miller [SEP] [VAR1] >> rdf:type >> dbo:Person
"translate question to dbpedia path | Entities possibly involved: dbr:Anar_Salmanov, dbr:Baku_Puppet_Theatre | Question: In which country is the Baku puppet Theater located which is also the birth palce of Anar Salmanov ?",dbr:Anar_Salmanov >> dbp:placeOfBirth >> [ANS] [SEP] dbr:Baku_Puppet_Theatre >> dbo:locationCountry >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Tony_n'_Tina's_Wedding | Question: List down all the cast members of Tony n' Tina's Wedding ?,dbr:Tony_n'_Tina's_Wedding >> dbp:starring >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Dublin_Airport | Question: What is the airline company has its headquarters in Dublin Airport?,[ANS] >> dbp:headquarters >> dbr:Dublin_Airport
translate question to dbpedia path | Entities possibly involved: dbr:Operation_Autumn_Clouds | Question: What was the result of Operation Autumn Clouds ?,dbr:Operation_Autumn_Clouds >> dbp:result >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Temptation_Waits | Question: Where was the Temptation Waits recorded?,dbr:Temptation_Waits >> dbo:recordedIn >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:United_States | Question: Some movies whose screenplay is done by american born people?,[ANS] >> dbp:screenplay >> [VAR1] [SEP] [VAR1] >> dbo:birthPlace >> dbr:United_States
translate question to dbpedia path | Entities possibly involved: dbr:Clay_Aiken | Question: List the relatives of clay Aiken ?,[ANS] >> dbp:relatives >> dbr:Clay_Aiken
translate question to dbpedia path | Entities possibly involved: dbr:Jon_Voight | Question: List the relatives of the children of Jon Voight ?,[VAR1] >> dbo:relative >> [ANS] [SEP] dbr:Jon_Voight >> dbp:children >> [VAR1]
