input_text,target_text
translate question to dbpedia path: Question: What is the Ceremonial County of Port of Tilbury ? | Entities possibly involved: dbr:Port_of_Tilbury,dbr:Port_of_Tilbury >> dbo:ceremonialCounty >> [ANS]
"translate question to dbpedia path: Question: What is the television show whose sculptor is C. E. Webber and composed by Murray Gold? | Entities possibly involved: dbr:C._E._Webber, dbr:Murray_Gold",[ANS] >> dbo:composer >> dbr:Murray_Gold [SEP] [ANS] >> dbo:creator >> dbr:C._E._Webber [SEP] [ANS] >> rdf:type >> dbo:TelevisionShow
translate question to dbpedia path: Question: Who created the world series of Poker? | Entities possibly involved: dbr:World_Series_of_Poker,dbr:World_Series_of_Poker >> dbp:founded >> [ANS]
translate question to dbpedia path: Question: Which fictional character's relatives were made by Ted Osborne? | Entities possibly involved: dbr:Ted_Osborne,[ANS] >> dbp:relatives >> [VAR1] [SEP] [ANS] >> rdf:type >> dbo:FictionalCharacter [SEP] [VAR1] >> dbo:creator >> dbr:Ted_Osborne
translate question to dbpedia path: Question: Who are the stars of the movies which are distributed by Artisan Entertainment ? | Entities possibly involved: dbr:Artisan_Entertainment,[VAR1] >> dbo:starring >> [ANS] [SEP] [VAR1] >> dbp:distributor >> dbr:Artisan_Entertainment [SEP] [VAR1] >> rdf:type >> dbo:Film
translate question to dbpedia path: Question: Count the different religions followed by Second Lieutenants in military. | Entities possibly involved: dbr:Second_lieutenant,COUNT >> [VAR1] >> dbo:militaryRank >> dbr:Second_lieutenant [SEP] [VAR1] >> dbo:religion >> [ANS]
translate question to dbpedia path: Question: Name the river mouth of Moordener Kill ? | Entities possibly involved: dbr:Moordener_Kill,dbr:Moordener_Kill >> dbo:riverMouth >> [ANS]
translate question to dbpedia path: Question: List the producer of the TV shows whose company is HBO. | Entities possibly involved: dbr:HBO,[VAR1] >> dbo:company >> dbr:HBO [SEP] [VAR1] >> dbo:producer >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:TelevisionShow
"translate question to dbpedia path: Question: What is the television show whose company is Playtone and written by Erik Jendresen? | Entities possibly involved: dbr:Erik_Jendresen, dbr:Playtone",[ANS] >> dbo:company >> dbr:Playtone [SEP] [ANS] >> dbp:writer >> dbr:Erik_Jendresen [SEP] [ANS] >> rdf:type >> dbo:TelevisionShow
translate question to dbpedia path: Question: What railway lines go through the stations maintained by Western Australian Public Transport Authority? | Entities possibly involved: dbr:Public_Transport_Authority_(Western_Australia),[VAR1] >> dbo:owningOrganisation >> dbr:Public_Transport_Authority_(Western_Australia) [SEP] [VAR1] >> dbo:servingRailwayLine >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:Station
translate question to dbpedia path: Question: How many publisher have been founded by american citizens? | Entities possibly involved: dbr:United_States,COUNT >> [ANS] >> dbo:founder >> [VAR1] [SEP] [ANS] >> rdf:type >> dbo:Publisher [SEP] [VAR1] >> dbo:stateOfOrigin >> dbr:United_States
translate question to dbpedia path: Question: How many other region served are there of the companies which serves  Pacific Ocean ? | Entities possibly involved: dbr:Pacific_Ocean,COUNT >> [VAR1] >> dbo:regionServed >> [ANS] [SEP] [VAR1] >> dbo:regionServed >> dbr:Pacific_Ocean
translate question to dbpedia path: Question: How many countries surround the sea into which the Upper Neratva flow? | Entities possibly involved: dbr:Upper_Neretva,COUNT >> [VAR1] >> dbo:country >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:Sea [SEP] dbr:Upper_Neretva >> dbo:riverMouth >> [VAR1]
translate question to dbpedia path: Question: How many rivers end in the Indian Ocean? | Entities possibly involved: dbr:Indian_Ocean,COUNT >> [ANS] >> dbo:riverMouth >> dbr:Indian_Ocean [SEP] [ANS] >> rdf:type >> dbo:River
translate question to dbpedia path: Question: Who is owner of the soccer club which owns the Cobham Training Centre? | Entities possibly involved: dbr:Cobham_Training_Centre,[VAR1] >> dbp:owner >> [ANS] [SEP] dbr:Cobham_Training_Centre >> dbp:owner >> [VAR1]
translate question to dbpedia path: Question: List some things that Swedish people have become famous for? | Entities possibly involved: dbr:Sweden,[VAR1] >> dbo:knownFor >> [ANS] [SEP] [VAR1] >> dbo:stateOfOrigin >> dbr:Sweden
"translate question to dbpedia path: Question: Is Esther Alder the mayor of Geneva? | Entities possibly involved: dbr:Esther_Alder, dbr:Geneva",ASK >> dbr:Geneva >> dbp:mayor >> dbr:Esther_Alder
translate question to dbpedia path: Question: Which shows have voices from people signed up with ABC Records? | Entities possibly involved: dbr:ABC_Records,[ANS] >> dbp:voices >> [VAR1] [SEP] [ANS] >> rdf:type >> dbo:TelevisionShow [SEP] [VAR1] >> dbp:label >> dbr:ABC_Records
"translate question to dbpedia path: Question: Is National Archaeological Museum (Florence) the museum of Chimera of Arezzo? | Entities possibly involved: dbr:National_Archaeological_Museum_(Florence), dbr:Chimera_of_Arezzo",ASK >> dbr:Chimera_of_Arezzo >> dbp:museum >> dbr:National_Archaeological_Museum_(Florence)
"translate question to dbpedia path: Question: Who is the President of the United World College of Costa Rica and United World Colleges ? | Entities possibly involved: dbr:United_World_Colleges, dbr:United_World_College_of_Costa_Rica",dbr:United_World_College_of_Costa_Rica >> dbp:president >> [ANS] [SEP] dbr:United_World_Colleges >> dbp:president >> [ANS]
translate question to dbpedia path: Question: How many artists' works are in Muse d'Orsay? | Entities possibly involved: dbr:Musée_d'Orsay,COUNT >> [ANS] >> rdf:type >> dbo:Artist [SEP] [VAR1] >> dbp:artist >> [ANS] [SEP] [VAR1] >> dbp:museum >> dbr:Musée_d'Orsay
translate question to dbpedia path: Question: Whose wife is a presenter at WWE? | Entities possibly involved: dbr:WWE,[ANS] >> dbo:spouse >> [VAR1] [SEP] [VAR1] >> dbp:presenter >> dbr:WWE
translate question to dbpedia path: Question: Give me a count of everything owned by the network whose sister name is The CW? | Entities possibly involved: dbr:The_CW,COUNT >> [ANS] >> dbp:network >> [VAR1] [SEP] [VAR1] >> dbp:sisterNames >> dbr:The_CW
translate question to dbpedia path: Question: What sporting goods companies are located in Herzogenaurach? | Entities possibly involved: dbr:Herzogenaurach,[ANS] >> dbp:location >> dbr:Herzogenaurach
translate question to dbpedia path: Question: Name the commander of Battle of the Thames ? | Entities possibly involved: dbr:Battle_of_the_Thames,dbr:Battle_of_the_Thames >> dbo:commander >> [ANS]
translate question to dbpedia path: Question: Name the sports played by Fr. Agnel Multipurpose School and Junior College? | Entities possibly involved: dbr:Fr._Agnel_Multipurpose_School_and_Junior_College,dbr:Fr._Agnel_Multipurpose_School_and_Junior_College >> dbo:sport >> [ANS]
"translate question to dbpedia path: Question: What is the base currency of the Benelux which can be used in Republic of Montenegro? | Entities possibly involved: dbr:Benelux, dbr:Republic_of_Montenegro_(1992–2006)",dbr:Benelux >> dbp:currency >> [ANS] [SEP] dbr:Republic_of_Montenegro_(1992–2006) >> dbp:currency >> [ANS]
translate question to dbpedia path: Question: What is the alma mater of Julian Leow Beng Kim? | Entities possibly involved: dbr:Julian_Leow_Beng_Kim,dbr:Julian_Leow_Beng_Kim >> dbp:almaMater >> [ANS]
"translate question to dbpedia path: Question: Is Eddie Bravo the trainer of Alan Jouban | Entities possibly involved: dbr:Eddie_Bravo, dbr:Alan_Jouban",ASK >> dbr:Alan_Jouban >> dbo:trainer >> dbr:Eddie_Bravo
translate question to dbpedia path: Question: How many awards have been given to the participants of the Lawrence Realization Stakes? | Entities possibly involved: dbr:Lawrence_Realization_Stakes,COUNT >> [VAR1] >> dbo:honours >> [ANS] [SEP] [VAR1] >> dbp:race >> dbr:Lawrence_Realization_Stakes
"translate question to dbpedia path: Question: List the work  edited by  Mark Stevens and directed by Joel Schumacher? | Entities possibly involved: dbr:Joel_Schumacher, dbr:Mark_Stevens_(film_editor)",[ANS] >> dbo:director >> dbr:Joel_Schumacher [SEP] [ANS] >> dbp:editing >> dbr:Mark_Stevens_(film_editor) [SEP] [ANS] >> rdf:type >> dbo:Work
"translate question to dbpedia path: Question: Which president of William Eustus also married to Dolley Madison ? | Entities possibly involved: dbr:Dolley_Madison, dbr:William_Eustis",dbr:Dolley_Madison >> dbo:spouse >> [ANS] [SEP] dbr:William_Eustis >> dbp:president >> [ANS]
translate question to dbpedia path: Question: Count the different types of Flatbread ? | Entities possibly involved: dbr:Flatbread,COUNT >> [ANS] >> dbo:type >> dbr:Flatbread
translate question to dbpedia path: Question: Count the birthplaces of recepients of the National Museum of Racing and Hall of Fame. | Entities possibly involved: dbr:National_Museum_of_Racing_and_Hall_of_Fame,COUNT >> [ANS] >> rdf:type >> dbo:Place [SEP] [VAR1] >> dbo:birthPlace >> [ANS] [SEP] [VAR1] >> dbo:honours >> dbr:National_Museum_of_Racing_and_Hall_of_Fame
translate question to dbpedia path: Question: Name the serving line of Daund Junction railway station? | Entities possibly involved: dbr:Daund_Junction_railway_station,dbr:Daund_Junction_railway_station >> dbo:servingRailwayLine >> [ANS]
translate question to dbpedia path: Question: How many companies serve the Australian region? | Entities possibly involved: dbr:Australia,COUNT >> [ANS] >> dbo:regionServed >> dbr:Australia [SEP] [ANS] >> rdf:type >> dbo:Company
"translate question to dbpedia path: Question: How many teams was Garry Unger in, previously? | Entities possibly involved: dbr:Garry_Unger",COUNT >> [ANS] >> rdf:type >> dbo:SportsTeam [SEP] dbr:Garry_Unger >> dbo:formerTeam >> [ANS]
translate question to dbpedia path: Question: How many writers worked on the album Main Course? | Entities possibly involved: dbr:Main_Course,COUNT >> [VAR1] >> dbp:album >> dbr:Main_Course [SEP] [VAR1] >> dbp:writer >> [ANS]
translate question to dbpedia path: Question: List the popular works of the author of Luther: The Calling ? | Entities possibly involved: dbr:Luther:_The_Calling,[VAR1] >> dbo:notableWork >> [ANS] [SEP] dbr:Luther:_The_Calling >> dbp:author >> [VAR1]
translate question to dbpedia path: Question: Which were the philosophers whose primary interest was Natural philosophy? | Entities possibly involved: dbr:Natural_philosophy,[ANS] >> dbp:mainInterests >> dbr:Natural_philosophy [SEP] [ANS] >> rdf:type >> dbo:Philosopher
"translate question to dbpedia path: Question: Was the FIS Alpine World Ski Championship of 1950 held in Colorado? | Entities possibly involved: dbr:Colorado, dbr:FIS_Alpine_World_Ski_Championships_1950",ASK >> dbr:FIS_Alpine_World_Ski_Championships_1950 >> dbp:hostCity >> dbr:Colorado
translate question to dbpedia path: Question: What is the place of death of the royalties one of whose parents was Adam Ludwik Czartoryski? | Entities possibly involved: dbr:Adam_Ludwik_Czartoryski,[VAR1] >> dbo:parent >> dbr:Adam_Ludwik_Czartoryski [SEP] [VAR1] >> dbp:deathPlace >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:Royalty
translate question to dbpedia path: Question: What is the total number of other restingplace of the politicians whose one of the restingplace is East Norwalk Historical Cemetery? | Entities possibly involved: dbr:East_Norwalk_Historical_Cemetery,COUNT >> [VAR1] >> dbp:restingplace >> [ANS] [SEP] [VAR1] >> dbp:restingplace >> dbr:East_Norwalk_Historical_Cemetery
translate question to dbpedia path: Question: Who were the pole drivers in GP when Damon hill was a first driver? | Entities possibly involved: dbr:Damon_Hill,[VAR1] >> dbo:firstDriver >> dbr:Damon_Hill [SEP] [VAR1] >> dbo:poleDriver >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:GrandPrix
translate question to dbpedia path: Question: How many albums were released under the Victor Entertainment label? | Entities possibly involved: dbr:Victor_Entertainment,COUNT >> [ANS] >> dbp:label >> dbr:Victor_Entertainment [SEP] [ANS] >> rdf:type >> dbo:Album
translate question to dbpedia path: Question: In how many places can I find tombs of people who fought in the Norwalk Trainband? | Entities possibly involved: dbr:Norwalk_Trainband,COUNT >> [VAR1] >> dbo:militaryUnit >> dbr:Norwalk_Trainband [SEP] [VAR1] >> dbp:restingplace >> [ANS]
"translate question to dbpedia path: Question: Does GeneWeb have the GPL license? | Entities possibly involved: dbr:GNU_General_Public_License, dbr:GeneWeb",ASK >> dbr:GeneWeb >> dbp:license >> dbr:GNU_General_Public_License
translate question to dbpedia path: Question: What is the location of Dad's Root Beer on Google maps? | Entities possibly involved: dbr:Dad's_Root_Beer,dbr:Dad's_Root_Beer >> dbp:locationCity >> [ANS]
"translate question to dbpedia path: Question: Is Darcs released with a GNU license? | Entities possibly involved: dbr:Darcs, dbr:GNU",ASK >> dbr:Darcs >> dbo:license >> dbr:GNU
translate question to dbpedia path: Question: How many saints have been venerated in Judaism? | Entities possibly involved: dbr:Judaism,COUNT >> [ANS] >> dbo:veneratedIn >> dbr:Judaism [SEP] [ANS] >> rdf:type >> dbo:Saint
translate question to dbpedia path: Question: How many people are famous for the Gibson Les Paul? | Entities possibly involved: dbr:Gibson_Les_Paul,COUNT >> [ANS] >> dbp:notableInstruments >> dbr:Gibson_Les_Paul
translate question to dbpedia path: Question: What municipalities are adjacent to Chne-Bougeries? | Entities possibly involved: dbr:Chêne-Bougeries,[ANS] >> dbp:neighboringMunicipalities >> dbr:Chêne-Bougeries
translate question to dbpedia path: Question: List all the wine regions of the grapes whose one of the wine region is Mississippi ? | Entities possibly involved: dbr:Mississippi,[VAR1] >> dbo:wineRegion >> [ANS] [SEP] [VAR1] >> dbo:wineRegion >> dbr:Mississippi [SEP] [VAR1] >> rdf:type >> dbo:Grape
translate question to dbpedia path: Question: For which clubs do the players of Azam F.C. play for? | Entities possibly involved: dbr:Azam_F.C.,[VAR1] >> dbo:team >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:SoccerPlayer [SEP] dbr:Azam_F.C. >> dbp:name >> [VAR1]
translate question to dbpedia path: Question: What are the mammals whose phylum is Chordate? | Entities possibly involved: dbr:Chordate,[ANS] >> dbo:phylum >> dbr:Chordate [SEP] [ANS] >> rdf:type >> dbo:Mammal
translate question to dbpedia path: Question: Give me an estimate of the number of manufacturers whose products are managed by MTR? | Entities possibly involved: dbr:MTR,COUNT >> [VAR1] >> dbo:manufacturer >> [ANS] [SEP] [VAR1] >> dbo:operator >> dbr:MTR
translate question to dbpedia path: Question: How many artists play as Rickenbacker? | Entities possibly involved: dbr:Rickenbacker,COUNT >> [ANS] >> dbo:instrument >> dbr:Rickenbacker [SEP] [ANS] >> rdf:type >> dbo:Artist
translate question to dbpedia path: Question: Which citys mayor is anne hidalgo? | Entities possibly involved: dbr:Anne_Hidalgo,[ANS] >> dbo:mayor >> dbr:Anne_Hidalgo
translate question to dbpedia path: Question: How many ingedients are required to make the Ragout Fin? | Entities possibly involved: dbr:Ragout_fin,COUNT >> dbr:Ragout_fin >> dbo:ingredient >> [ANS]
translate question to dbpedia path: Question: Tell me the number of writers whose works have been recorded in Criteria Studios? | Entities possibly involved: dbr:Criteria_Studios,COUNT >> [ANS] >> rdf:type >> dbo:Artist [SEP] [VAR1] >> dbo:recordedIn >> dbr:Criteria_Studios [SEP] [VAR1] >> dbp:writer >> [ANS]
translate question to dbpedia path: Question: Under which archipelago does Canary Islands fall? | Entities possibly involved: dbr:Canary_Islands,[ANS] >> dbp:archipelago >> dbr:Canary_Islands
translate question to dbpedia path: Question: name the home stadium of FC Spartak Moscow season 2011-12 | Entities possibly involved: dbr:2011–12_FC_Spartak_Moscow_season,dbr:2011–12_FC_Spartak_Moscow_season >> dbo:homeStadium >> [ANS]
translate question to dbpedia path: Question: How many owners are there of lines starting at the South Station? | Entities possibly involved: dbr:South_Station,COUNT >> [VAR1] >> dbo:routeStart >> dbr:South_Station [SEP] [VAR1] >> dbp:owner >> [ANS]
"translate question to dbpedia path: Question: Count all those who've played for the youth club which owns the Rosario, Santa Fe stadium. | Entities possibly involved: dbr:Rosario,_Santa_Fe","COUNT >> [ANS] >> dbp:youthclubs >> [VAR1] [SEP] [VAR1] >> dbp:ground >> dbr:Rosario,_Santa_Fe"
translate question to dbpedia path: Question: What are the television shows whose company is Playtone? | Entities possibly involved: dbr:Playtone,[ANS] >> dbo:company >> dbr:Playtone [SEP] [ANS] >> rdf:type >> dbo:TelevisionShow
translate question to dbpedia path: Question: In which city are the schools whose district is Mumbai Suburban? | Entities possibly involved: dbr:Mumbai_Suburban_district,[VAR1] >> dbo:city >> [ANS] [SEP] [VAR1] >> dbp:district >> dbr:Mumbai_Suburban_district [SEP] [VAR1] >> rdf:type >> dbo:School
translate question to dbpedia path: Question: How many people currently play for Stoke City F.C.? | Entities possibly involved: dbr:Stoke_City_F.C.,COUNT >> [ANS] >> dbp:currentclub >> dbr:Stoke_City_F.C.
translate question to dbpedia path: Question: What are the outflow of the lakes which also has one of the outflow as Congo River ? | Entities possibly involved: dbr:Congo_River,[VAR1] >> dbo:outflow >> [ANS] [SEP] [VAR1] >> dbp:outflow >> dbr:Congo_River
translate question to dbpedia path: Question: How many cars succeeded the cars which were similar to Cadillac Fleetwood? | Entities possibly involved: dbr:Cadillac_Fleetwood,COUNT >> [VAR1] >> dbo:predecessor >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:Automobile [SEP] dbr:Cadillac_Fleetwood >> dbp:related >> [VAR1]
"translate question to dbpedia path: Question: Was the body of Elsie Paroubek discovered in Chicago? | Entities possibly involved: dbr:Chicago, dbr:Elsie_Paroubek",ASK >> dbr:Elsie_Paroubek >> dbo:bodyDiscovered >> dbr:Chicago
translate question to dbpedia path: Question: In how many languages did Marika Gombitova sing? | Entities possibly involved: dbr:Marika_Gombitová,COUNT >> [VAR1] >> dbp:artist >> dbr:Marika_Gombitová [SEP] [VAR1] >> dbp:language >> [ANS]
translate question to dbpedia path: Question: How many railway lines go through the station maintained by Public transport authority of western australia? | Entities possibly involved: dbr:Public_Transport_Authority_(Western_Australia),COUNT >> [ANS] >> rdf:type >> dbo:RailwayLine [SEP] [VAR1] >> dbo:owningOrganisation >> dbr:Public_Transport_Authority_(Western_Australia) [SEP] [VAR1] >> dbo:servingRailwayLine >> [ANS]
translate question to dbpedia path: Question: Count the different number of academic areas covered by publications of SAGE? | Entities possibly involved: dbr:SAGE_Publications,COUNT >> [VAR1] >> dbo:academicDiscipline >> [ANS] [SEP] [VAR1] >> dbp:publisher >> dbr:SAGE_Publications
translate question to dbpedia path: Question: How many services does the company who made Onedrive provide? | Entities possibly involved: dbr:OneDrive,COUNT >> [VAR1] >> dbo:service >> dbr:OneDrive [SEP] [VAR1] >> dbp:services >> [ANS]
translate question to dbpedia path: Question: Count the different religions practiced by people who are in the Malaysian and Chinese association. | Entities possibly involved: dbr:Malaysian_Chinese_Association,COUNT >> [VAR1] >> dbo:party >> dbr:Malaysian_Chinese_Association [SEP] [VAR1] >> dbo:religion >> [ANS]
translate question to dbpedia path: Question: List all those whose relatives' nationality is United States. | Entities possibly involved: dbr:United_States,[ANS] >> dbo:relative >> [VAR1] [SEP] [VAR1] >> dbp:nationality >> dbr:United_States
translate question to dbpedia path: Question: What is the genre of Battle Chess? | Entities possibly involved: dbr:Battle_Chess,dbr:Battle_Chess >> dbp:genre >> [ANS]
translate question to dbpedia path: Question: President of Ghana is the leader title of which country? | Entities possibly involved: dbr:President_of_Ghana,[ANS] >> dbp:leaderTitle >> dbr:President_of_Ghana [SEP] [ANS] >> rdf:type >> dbo:Country
translate question to dbpedia path: Question: What is the style of architecture of Pontiac Building ? | Entities possibly involved: dbr:Pontiac_Building,dbr:Pontiac_Building >> dbo:architecturalStyle >> [ANS]
translate question to dbpedia path: Question: Which basketball players have played in the league of National Basketball Association? | Entities possibly involved: dbr:National_Basketball_Association,[ANS] >> dbo:league >> dbr:National_Basketball_Association [SEP] [ANS] >> rdf:type >> dbo:BasketballPlayer
"translate question to dbpedia path: Question: Is Michelle D. Johnson the superintendent of United States Air Force Academy? | Entities possibly involved: dbr:Michelle_D._Johnson, dbr:United_States_Air_Force_Academy",ASK >> dbr:United_States_Air_Force_Academy >> dbp:superintendent >> dbr:Michelle_D._Johnson
translate question to dbpedia path: Question: Eric roth wrote how many screenplays? | Entities possibly involved: dbr:Eric_Roth,COUNT >> [ANS] >> dbp:screenplay >> dbr:Eric_Roth
translate question to dbpedia path: Question: Where is the tombstone of the successor of Edward Wolcott? | Entities possibly involved: dbr:Edward_O._Wolcott,[VAR1] >> dbo:restingPlace >> [ANS] [SEP] dbr:Edward_O._Wolcott >> dbp:successor >> [VAR1]
translate question to dbpedia path: Question: In how many places did the Schutzstaffels die? | Entities possibly involved: dbr:Schutzstaffel,COUNT >> [ANS] >> rdf:type >> dbo:Place [SEP] [VAR1] >> dbo:militaryRank >> dbr:Schutzstaffel [SEP] [VAR1] >> dbp:placeOfDeath >> [ANS]
translate question to dbpedia path: Question: How many members are there of the organization headquartered at Amstelveen? | Entities possibly involved: dbr:Amstelveen,COUNT >> [VAR1] >> dbp:headquarters >> dbr:Amstelveen [SEP] [VAR1] >> dbp:membership >> [ANS]
translate question to dbpedia path: Question: What are the nearest city to the historic places whose one of the nearest city is Wisconsin? | Entities possibly involved: dbr:Wisconsin,[VAR1] >> dbo:nearestCity >> dbr:Wisconsin [SEP] [VAR1] >> dbp:nearestCity >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:HistoricPlace
translate question to dbpedia path: Question: Who is the producer of Captain EO ? | Entities possibly involved: dbr:Captain_EO,dbr:Captain_EO >> dbp:producer >> [ANS]
translate question to dbpedia path: Question: Where did the conflict take place in which Henri Putz fought? | Entities possibly involved: dbr:Henri_Putz,[VAR1] >> dbo:territory >> [ANS] [SEP] dbr:Henri_Putz >> dbo:battle >> [VAR1]
translate question to dbpedia path: Question: Where did the aristocrats die whose mother was Maria Ludwika Krasiska? | Entities possibly involved: dbr:Maria_Ludwika_Krasińska,[VAR1] >> dbp:deathPlace >> [ANS] [SEP] [VAR1] >> dbp:mother >> dbr:Maria_Ludwika_Krasińska [SEP] [VAR1] >> rdf:type >> dbo:Royalty
"translate question to dbpedia path: Question: Is NY Rangers a prospective team for Robin Kovacs? | Entities possibly involved: dbr:New_York_Rangers, dbr:Robin_Kovacs",ASK >> dbr:Robin_Kovacs >> dbo:prospectTeam >> dbr:New_York_Rangers
"translate question to dbpedia path: Question: Is the Columbia University chaired by William Campbell? | Entities possibly involved: dbr:William_Campbell_(business_executive), dbr:Columbia_University",ASK >> dbr:Columbia_University >> dbo:chairman >> dbr:William_Campbell_(business_executive)
translate question to dbpedia path: Question: Who are the major stockholders of the bank which is the company of Bloomberg Markets ? | Entities possibly involved: dbr:Bloomberg_Markets,[VAR1] >> dbp:owner >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:Bank [SEP] dbr:Bloomberg_Markets >> dbp:company >> [VAR1]
translate question to dbpedia path: Question: List all crafts of the people whose one of the profession is Kingdom of Naples ? | Entities possibly involved: dbr:Kingdom_of_Naples,[VAR1] >> dbo:occupation >> [ANS] [SEP] [VAR1] >> dbo:occupation >> dbr:Kingdom_of_Naples [SEP] [VAR1] >> rdf:type >> dbo:Person
translate question to dbpedia path: Question: What are some developers which use Emacs Lisp in their projects? | Entities possibly involved: dbr:Emacs_Lisp,[VAR1] >> dbo:developer >> [ANS] [SEP] [VAR1] >> dbp:programmingLanguage >> dbr:Emacs_Lisp
translate question to dbpedia path: Question: Current players of Colorado Avalanche have previously played for how many different teams? | Entities possibly involved: dbr:Colorado_Avalanche,COUNT >> [ANS] >> rdf:type >> dbo:SportsTeam [SEP] [VAR1] >> dbo:formerTeam >> [ANS] [SEP] [VAR1] >> dbo:team >> dbr:Colorado_Avalanche
translate question to dbpedia path: Question: List the books whose authors are in Alcal de Henares. | Entities possibly involved: dbr:Alcalá_de_Henares,[ANS] >> dbo:author >> [VAR1] [SEP] [ANS] >> rdf:type >> dbo:Book [SEP] [VAR1] >> dbo:birthPlace >> dbr:Alcalá_de_Henares
translate question to dbpedia path: Question: Who is the stockholder of Paphos International Airport ? | Entities possibly involved: dbr:Paphos_International_Airport,dbr:Paphos_International_Airport >> dbp:owner >> [ANS]
translate question to dbpedia path: Question: Give me the total number of architect of the buildings whose one of the  architect was Louis D. Astorino? | Entities possibly involved: dbr:Louis_D._Astorino,COUNT >> [VAR1] >> dbp:architect >> [ANS] [SEP] [VAR1] >> dbp:architect >> dbr:Louis_D._Astorino
translate question to dbpedia path: Question: In which races does Coneygree compete? | Entities possibly involved: dbr:Coneygree,dbr:Coneygree >> dbp:race >> [ANS]
translate question to dbpedia path: Question: What awards have been given to some screenwriters? | Entities possibly involved: dbr:Screenwriter,[VAR1] >> dbo:award >> [ANS] [SEP] [VAR1] >> dbo:occupation >> dbr:Screenwriter
translate question to dbpedia path: Question: List the total number of executive producer of TV show which have one of the executiive producer as Steven Moffat ? | Entities possibly involved: dbr:Steven_Moffat,COUNT >> [VAR1] >> dbo:executiveProducer >> dbr:Steven_Moffat [SEP] [VAR1] >> dbp:executiveProducer >> [ANS]
translate question to dbpedia path: Question: How many religions have the relatives of waxiangs followed? | Entities possibly involved: dbr:Waxiang_people,COUNT >> [VAR1] >> dbo:religion >> [ANS] [SEP] dbr:Waxiang_people >> dbp:related >> [VAR1]
translate question to dbpedia path: Question: For which team does Ramiro Pea play ? | Entities possibly involved: dbr:Ramiro_Peña,dbr:Ramiro_Peña >> dbo:team >> [ANS]
translate question to dbpedia path: Question: What are the books written by the the person who made the Novelas ejemplares? | Entities possibly involved: dbr:Novelas_ejemplares,[ANS] >> dbo:author >> [VAR1] [SEP] [ANS] >> rdf:type >> dbo:Book [SEP] [VAR1] >> dbo:notableWork >> dbr:Novelas_ejemplares
translate question to dbpedia path: Question: Count the total number of battles fought by the military people which fought in Levant ? | Entities possibly involved: dbr:Levant,COUNT >> [VAR1] >> dbp:battles >> [ANS] [SEP] [VAR1] >> dbp:battles >> dbr:Levant
translate question to dbpedia path: Question: How many subjects have been covered in fantasy novels? | Entities possibly involved: dbr:Fantasy,COUNT >> [VAR1] >> dbo:literaryGenre >> dbr:Fantasy [SEP] [VAR1] >> dbo:nonFictionSubject >> [ANS]
translate question to dbpedia path: Question: What is the television show whose theme music is by Primus? | Entities possibly involved: dbr:Primus_(band),[ANS] >> dbp:themeMusicComposer >> dbr:Primus_(band) [SEP] [ANS] >> rdf:type >> dbo:TelevisionShow
"translate question to dbpedia path: Question: What was created by Larry David and Jerry Seinfeld? | Entities possibly involved: dbr:Jerry_Seinfeld, dbr:Larry_David",[ANS] >> dbo:creator >> dbr:Jerry_Seinfeld [SEP] [ANS] >> dbo:creator >> dbr:Larry_David
"translate question to dbpedia path: Question: Was Let it Be written by Ringo Starr? | Entities possibly involved: dbr:Let_It_Be_(musical), dbr:Ringo_Starr",ASK >> dbr:Let_It_Be_(musical) >> dbo:musicBy >> dbr:Ringo_Starr
translate question to dbpedia path: Question: List the work institute of the medicians who has also worked at University of Miami ? | Entities possibly involved: dbr:University_of_Miami,[VAR1] >> dbp:workInstitutions >> [ANS] [SEP] [VAR1] >> dbp:workInstitutions >> dbr:University_of_Miami [SEP] [VAR1] >> rdf:type >> dbo:Medician
translate question to dbpedia path: Question: How many people have trained the wrestlers who were billed in Wisconsin? | Entities possibly involved: dbr:Wisconsin,COUNT >> [ANS] >> rdf:type >> dbo:Person [SEP] [VAR1] >> dbo:billed >> dbr:Wisconsin [SEP] [VAR1] >> dbo:trainer >> [ANS]
translate question to dbpedia path: Question: Which country did the prime minister belong to who was served by Thanong Bidaya ? | Entities possibly involved: dbr:Thanong_Bidaya,[VAR1] >> dbo:nationality >> [ANS] [SEP] dbr:Thanong_Bidaya >> dbp:primeminister >> [VAR1]
translate question to dbpedia path: Question: tell me the school to which Cyril Hume went? | Entities possibly involved: dbr:Cyril_Hume,dbr:Cyril_Hume >> dbp:education >> [ANS]
translate question to dbpedia path: Question: where did Boga originate? | Entities possibly involved: dbr:Boga_(soft_drink),dbr:Boga_(soft_drink) >> dbp:origin >> [ANS]
